entity,indicator,date,value
Romania,Daily hospital occupancy,2021-07-12,349.0
Romania,Daily hospital occupancy,2021-07-13,351.0
Romania,Daily hospital occupancy,2021-07-14,339.0
Romania,Daily hospital occupancy,2021-07-15,309.0
Romania,Daily hospital occupancy,2021-07-16,291.0
Romania,Daily hospital occupancy,2021-07-17,307.0
Romania,Daily hospital occupancy,2021-07-18,321.0
Romania,Daily hospital occupancy,2021-07-19,296.0
Romania,Daily hospital occupancy,2021-07-20,310.0
Romania,Daily hospital occupancy,2021-07-21,305.0
Romania,Daily hospital occupancy,2021-07-22,329.0
Romania,Daily hospital occupancy,2021-07-23,331.0
Romania,Daily hospital occupancy,2021-07-24,351.0
Romania,Daily hospital occupancy,2021-07-25,368.0
Romania,Daily hospital occupancy,2021-07-26,389.0
Romania,Daily hospital occupancy,2021-07-27,414.0
Romania,Daily hospital occupancy,2021-07-28,436.0
Romania,Daily hospital occupancy,2021-07-29,462.0
Romania,Daily hospital occupancy,2021-07-30,455.0
Romania,Daily hospital occupancy,2021-07-31,463.0
Romania,Daily hospital occupancy,2021-08-01,485.0
Romania,Daily hospital occupancy,2021-08-02,493.0
Romania,Daily hospital occupancy,2021-08-03,508.0
Romania,Daily hospital occupancy,2021-08-04,541.0
Romania,Daily hospital occupancy,2021-08-05,580.0
Romania,Daily hospital occupancy,2021-08-06,597.0
Romania,Daily hospital occupancy,2021-08-07,631.0
Romania,Daily hospital occupancy,2021-08-08,675.0
Romania,Daily hospital occupancy,2021-08-09,716.0
Romania,Daily hospital occupancy,2021-08-10,761.0
Romania,Daily hospital occupancy,2021-08-11,803.0
Romania,Daily hospital occupancy,2021-08-12,839.0
Romania,Daily hospital occupancy,2021-08-13,869.0
Romania,Daily hospital occupancy,2021-08-14,913.0
Romania,Daily hospital occupancy,2021-08-15,994.0
Romania,Daily hospital occupancy,2021-08-16,1082.0
Romania,Daily hospital occupancy,2021-08-17,1139.0
Romania,Daily hospital occupancy,2021-08-18,1221.0
Romania,Daily hospital occupancy,2021-08-19,1243.0
Romania,Daily hospital occupancy,2021-08-20,1304.0
Romania,Daily hospital occupancy,2021-08-21,1325.0
Romania,Daily hospital occupancy,2021-08-22,1436.0
Romania,Daily hospital occupancy,2021-08-23,1535.0
Romania,Daily hospital occupancy,2021-08-24,1625.0
Romania,Daily hospital occupancy,2021-08-25,1719.0
Romania,Daily hospital occupancy,2021-08-26,1826.0
Romania,Daily hospital occupancy,2021-08-27,1878.0
Romania,Daily hospital occupancy,2021-08-28,2002.0
Romania,Daily hospital occupancy,2021-08-29,2195.0
Romania,Daily hospital occupancy,2021-08-30,2364.0
Romania,Daily hospital occupancy,2021-08-31,2516.0
Romania,Daily hospital occupancy,2021-09-01,2702.0
Romania,Daily hospital occupancy,2021-09-02,2831.0
Romania,Daily hospital occupancy,2021-09-03,2946.0
Romania,Daily hospital occupancy,2021-09-04,3120.0
Romania,Daily hospital occupancy,2021-09-05,3398.0
Romania,Daily hospital occupancy,2021-09-06,3587.0
Romania,Daily hospital occupancy,2021-09-07,3798.0
Romania,Daily hospital occupancy,2021-09-08,4044.0
Romania,Daily hospital occupancy,2021-09-09,4362.0
Romania,Daily hospital occupancy,2021-09-10,4515.0
Romania,Daily hospital occupancy,2021-09-11,4879.0
Romania,Daily hospital occupancy,2021-09-12,5350.0
Romania,Daily hospital occupancy,2021-09-13,5679.0
Romania,Daily hospital occupancy,2021-09-14,5932.0
Romania,Daily hospital occupancy,2021-09-15,6334.0
Romania,Daily hospital occupancy,2021-09-16,6981.0
Romania,Daily hospital occupancy,2021-09-17,7234.0
Romania,Daily hospital occupancy,2021-09-18,7644.0
Romania,Daily hospital occupancy,2021-09-19,8140.0
Romania,Daily hospital occupancy,2021-09-20,8591.0
Romania,Daily hospital occupancy,2021-09-21,8928.0
Romania,Daily hospital occupancy,2021-09-22,9334.0
Romania,Daily hospital occupancy,2021-09-23,9778.0
Romania,Daily hospital occupancy,2021-09-24,10094.0
Romania,Daily hospital occupancy,2021-09-25,10610.0
Romania,Daily hospital occupancy,2021-09-26,11290.0
Romania,Daily hospital occupancy,2021-09-27,11688.0
Romania,Daily hospital occupancy,2021-09-28,11981.0
Romania,Daily hospital occupancy,2021-09-29,12425.0
Romania,Daily hospital occupancy,2021-09-30,12858.0
Romania,Daily hospital occupancy,2021-10-01,12997.0
Romania,Daily hospital occupancy,2021-10-02,15455.0
Romania,Daily hospital occupancy,2021-10-03,14414.0
Romania,Daily hospital occupancy,2021-10-04,14663.0
Romania,Daily hospital occupancy,2021-10-05,14830.0
Romania,Daily hospital occupancy,2021-10-06,15206.0
Romania,Daily hospital occupancy,2021-10-07,15730.0
Romania,Daily hospital occupancy,2021-10-08,15815.0
Romania,Daily hospital occupancy,2021-10-09,16444.0
Romania,Daily hospital occupancy,2021-10-10,17245.0
Romania,Daily hospital occupancy,2021-10-11,17405.0
Romania,Daily hospital occupancy,2021-10-12,17701.0
Romania,Daily hospital occupancy,2021-10-13,17879.0
Romania,Daily hospital occupancy,2021-10-14,18268.0
Romania,Daily hospital occupancy,2021-10-15,19733.0
Romania,Daily hospital occupancy,2021-10-16,19174.0
Romania,Daily hospital occupancy,2021-10-17,20586.0
Romania,Daily hospital occupancy,2021-10-18,20003.0
Romania,Daily hospital occupancy,2021-10-19,20001.0
Romania,Daily hospital occupancy,2021-10-20,20240.0
Romania,Daily hospital occupancy,2021-10-21,20149.0
Romania,Daily hospital occupancy,2021-10-22,19901.0
Romania,Daily hospital occupancy,2021-10-23,20404.0
Romania,Daily hospital occupancy,2021-10-24,20951.0
Romania,Daily hospital occupancy,2021-10-25,20717.0
Romania,Daily hospital occupancy,2021-10-26,20529.0
Romania,Daily hospital occupancy,2021-10-27,20331.0
Romania,Daily hospital occupancy,2021-10-28,20172.0
Romania,Daily hospital occupancy,2021-10-29,19835.0
Romania,Daily hospital occupancy,2021-10-30,20115.0
Romania,Daily hospital occupancy,2021-10-31,20677.0
Romania,Daily hospital occupancy,2021-11-01,20098.0
Romania,Daily hospital occupancy,2021-11-02,19853.0
Romania,Daily hospital occupancy,2021-11-03,19470.0
Romania,Daily hospital occupancy,2021-11-04,19132.0
Romania,Daily hospital occupancy,2021-11-05,18364.0
Romania,Daily hospital occupancy,2021-11-06,18599.0
Romania,Daily hospital occupancy,2021-11-07,18965.0
Romania,Daily hospital occupancy,2021-11-08,18182.0
Romania,Daily hospital occupancy,2021-11-09,17481.0
Romania,Daily hospital occupancy,2021-11-10,16678.0
Romania,Daily hospital occupancy,2021-11-11,16123.0
Romania,Daily hospital occupancy,2021-11-12,15131.0
Romania,Daily hospital occupancy,2021-11-13,15250.0
Romania,Daily hospital occupancy,2021-11-14,15299.0
Romania,Daily hospital occupancy,2021-11-15,14160.0
Romania,Daily hospital occupancy,2021-11-16,13490.0
Romania,Daily hospital occupancy,2021-11-17,12750.0
Romania,Daily hospital occupancy,2021-11-18,12120.0
Romania,Daily hospital occupancy,2021-11-19,11277.0
Romania,Daily hospital occupancy,2021-11-20,11266.0
Romania,Daily hospital occupancy,2021-11-21,11236.0
Romania,Daily hospital occupancy,2021-11-22,10287.0
Romania,Daily hospital occupancy,2021-11-23,9577.0
Romania,Daily hospital occupancy,2021-11-24,8975.0
Romania,Daily hospital occupancy,2021-11-25,8445.0
Romania,Daily hospital occupancy,2021-11-26,7810.0
Romania,Daily hospital occupancy,2021-11-27,7658.0
Romania,Daily hospital occupancy,2021-11-28,7660.0
Romania,Daily hospital occupancy,2021-11-29,7257.0
Romania,Daily hospital occupancy,2021-11-30,7082.0
Romania,Daily hospital occupancy,2021-12-01,7020.0
Romania,Daily hospital occupancy,2021-12-02,6482.0
Romania,Daily hospital occupancy,2021-12-03,5882.0
Romania,Daily hospital occupancy,2021-12-04,5767.0
Romania,Daily hospital occupancy,2021-12-05,5711.0
Romania,Daily hospital occupancy,2021-12-06,5288.0
Romania,Daily hospital occupancy,2021-12-07,5040.0
Romania,Daily hospital occupancy,2021-12-08,4718.0
Romania,Daily hospital occupancy,2021-12-09,4473.0
Romania,Daily hospital occupancy,2021-12-10,4161.0
Romania,Daily hospital occupancy,2021-12-11,4129.0
Romania,Daily hospital occupancy,2021-12-12,4141.0
Romania,Daily hospital occupancy,2021-12-13,3910.0
Romania,Daily hospital occupancy,2021-12-14,3715.0
Romania,Daily hospital occupancy,2021-12-15,3533.0
Romania,Daily hospital occupancy,2021-12-16,3431.0
Romania,Daily hospital occupancy,2021-12-17,3239.0
Romania,Daily hospital occupancy,2021-12-18,3241.0
Romania,Daily hospital occupancy,2021-12-19,3252.0
Romania,Daily hospital occupancy,2021-12-20,3046.0
Romania,Daily hospital occupancy,2021-12-21,2867.0
Romania,Daily hospital occupancy,2021-12-22,2685.0
Romania,Daily hospital occupancy,2021-12-23,2561.0
Romania,Daily hospital occupancy,2021-12-24,2411.0
Romania,Daily hospital occupancy,2021-12-25,2417.0
Romania,Daily hospital occupancy,2021-12-26,2506.0
Romania,Daily hospital occupancy,2021-12-27,2455.0
Romania,Daily hospital occupancy,2021-12-28,2398.0
Romania,Daily hospital occupancy,2021-12-29,2403.0
Romania,Daily hospital occupancy,2021-12-30,2359.0
Romania,Daily hospital occupancy,2021-12-31,2283.0
Romania,Daily hospital occupancy,2022-01-01,2392.0
Romania,Daily hospital occupancy,2022-01-02,2515.0
Romania,Daily hospital occupancy,2022-01-03,2630.0
Romania,Daily hospital occupancy,2022-01-04,2705.0
Romania,Daily hospital occupancy,2022-01-05,2801.0
Romania,Daily hospital occupancy,2022-01-06,2890.0
Romania,Daily hospital occupancy,2022-01-07,2864.0
Romania,Daily hospital occupancy,2022-01-08,3010.0
Romania,Daily hospital occupancy,2022-01-09,3229.0
Romania,Daily hospital occupancy,2022-01-10,3468.0
Romania,Daily hospital occupancy,2022-01-11,3508.0
Romania,Daily hospital occupancy,2022-01-12,4065.0
Romania,Daily hospital occupancy,2022-01-13,4331.0
Romania,Daily hospital occupancy,2022-01-14,3896.0
Romania,Daily hospital occupancy,2022-01-15,4161.0
Romania,Daily hospital occupancy,2022-01-16,4560.0
Romania,Daily hospital occupancy,2022-01-17,4751.0
Romania,Daily hospital occupancy,2022-01-18,5082.0
Romania,Daily hospital occupancy,2022-01-19,5513.0
Romania,Daily hospital occupancy,2022-01-20,5994.0
Romania,Daily hospital occupancy,2022-01-21,6154.0
Romania,Daily hospital occupancy,2022-01-22,6664.0
Romania,Daily hospital occupancy,2022-01-23,7087.0
Romania,Daily hospital occupancy,2022-01-24,7771.0
Romania,Daily hospital occupancy,2022-01-25,8130.0
Romania,Daily hospital occupancy,2022-01-26,8656.0
Romania,Daily hospital occupancy,2022-01-27,9206.0
Romania,Daily hospital occupancy,2022-01-28,9342.0
Romania,Daily hospital occupancy,2022-01-29,9804.0
Romania,Daily hospital occupancy,2022-01-30,10746.0
Romania,Daily hospital occupancy,2022-01-31,10981.0
Romania,Daily hospital occupancy,2022-02-01,11474.0
Romania,Daily hospital occupancy,2022-02-02,11875.0
Romania,Daily hospital occupancy,2022-02-03,12062.0
Romania,Daily hospital occupancy,2022-02-04,11811.0
Romania,Daily hospital occupancy,2022-02-05,12288.0
Romania,Daily hospital occupancy,2022-02-06,13049.0
Romania,Daily hospital occupancy,2022-02-07,12751.0
Romania,Daily hospital occupancy,2022-02-08,12443.0
Romania,Daily hospital occupancy,2022-02-09,12198.0
Romania,Daily hospital occupancy,2022-02-10,12016.0
Romania,Daily hospital occupancy,2022-02-11,11510.0
Romania,Daily hospital occupancy,2022-02-12,11830.0
Romania,Daily hospital occupancy,2022-02-13,12156.0
Romania,Daily hospital occupancy,2022-02-14,11623.0
Romania,Daily hospital occupancy,2022-02-15,11379.0
Romania,Daily hospital occupancy,2022-02-16,10896.0
Romania,Daily hospital occupancy,2022-02-17,10809.0
Romania,Daily hospital occupancy,2022-02-18,10157.0
Romania,Daily hospital occupancy,2022-02-19,10563.0
Romania,Daily hospital occupancy,2022-02-20,10728.0
Romania,Daily hospital occupancy,2022-02-21,10042.0
Romania,Daily hospital occupancy,2022-02-22,9466.0
Romania,Daily hospital occupancy,2022-02-23,9111.0
Romania,Daily hospital occupancy,2022-02-24,8759.0
Romania,Daily hospital occupancy,2022-02-25,8106.0
Romania,Daily hospital occupancy,2022-02-26,8120.0
Romania,Daily hospital occupancy,2022-02-27,8269.0
Romania,Daily ICU occupancy,2021-03-01,1015.0
Romania,Daily ICU occupancy,2021-03-02,1015.0
Romania,Daily ICU occupancy,2021-03-03,1012.0
Romania,Daily ICU occupancy,2021-03-04,1012.0
Romania,Daily ICU occupancy,2021-03-05,1012.0
Romania,Daily ICU occupancy,2021-03-06,1013.0
Romania,Daily ICU occupancy,2021-03-07,1013.0
Romania,Daily ICU occupancy,2021-03-08,1012.0
Romania,Daily ICU occupancy,2021-03-09,1147.0
Romania,Daily ICU occupancy,2021-03-10,1174.0
Romania,Daily ICU occupancy,2021-03-11,1176.0
Romania,Daily ICU occupancy,2021-03-12,1194.0
Romania,Daily ICU occupancy,2021-03-13,1196.0
Romania,Daily ICU occupancy,2021-03-14,1225.0
Romania,Daily ICU occupancy,2021-03-15,1240.0
Romania,Daily ICU occupancy,2021-03-16,1280.0
Romania,Daily ICU occupancy,2021-03-17,1364.0
Romania,Daily ICU occupancy,2021-03-18,1320.0
Romania,Daily ICU occupancy,2021-03-19,1331.0
Romania,Daily ICU occupancy,2021-03-20,1342.0
Romania,Daily ICU occupancy,2021-03-21,1347.0
Romania,Daily ICU occupancy,2021-03-22,1372.0
Romania,Daily ICU occupancy,2021-03-23,1345.0
Romania,Daily ICU occupancy,2021-03-24,1348.0
Romania,Daily ICU occupancy,2021-03-25,1364.0
Romania,Daily ICU occupancy,2021-03-26,1374.0
Romania,Daily ICU occupancy,2021-03-27,1386.0
Romania,Daily ICU occupancy,2021-03-28,1398.0
Romania,Daily ICU occupancy,2021-03-29,1405.0
Romania,Daily ICU occupancy,2021-03-30,1413.0
Romania,Daily ICU occupancy,2021-03-31,1436.0
Romania,Daily ICU occupancy,2021-04-01,1454.0
Romania,Daily ICU occupancy,2021-04-02,1448.0
Romania,Daily ICU occupancy,2021-04-03,1456.0
Romania,Daily ICU occupancy,2021-04-04,1478.0
Romania,Daily ICU occupancy,2021-04-05,1466.0
Romania,Daily ICU occupancy,2021-04-06,1487.0
Romania,Daily ICU occupancy,2021-04-07,1495.0
Romania,Daily ICU occupancy,2021-04-08,1496.0
Romania,Daily ICU occupancy,2021-04-09,1492.0
Romania,Daily ICU occupancy,2021-04-10,1529.0
Romania,Daily ICU occupancy,2021-04-11,1529.0
Romania,Daily ICU occupancy,2021-04-12,1531.0
Romania,Daily ICU occupancy,2021-04-13,1521.0
Romania,Daily ICU occupancy,2021-04-14,1518.0
Romania,Daily ICU occupancy,2021-04-15,1493.0
Romania,Daily ICU occupancy,2021-04-16,1504.0
Romania,Daily ICU occupancy,2021-04-17,1475.0
Romania,Daily ICU occupancy,2021-04-18,1448.0
Romania,Daily ICU occupancy,2021-04-19,1432.0
Romania,Daily ICU occupancy,2021-04-20,1436.0
Romania,Daily ICU occupancy,2021-04-21,1405.0
Romania,Daily ICU occupancy,2021-04-22,1391.0
Romania,Daily ICU occupancy,2021-04-23,1376.0
Romania,Daily ICU occupancy,2021-04-24,1358.0
Romania,Daily ICU occupancy,2021-04-25,1354.0
Romania,Daily ICU occupancy,2021-04-26,1336.0
Romania,Daily ICU occupancy,2021-04-27,1325.0
Romania,Daily ICU occupancy,2021-04-28,1295.0
Romania,Daily ICU occupancy,2021-04-29,1284.0
Romania,Daily ICU occupancy,2021-04-30,1277.0
Romania,Daily ICU occupancy,2021-05-01,1253.0
Romania,Daily ICU occupancy,2021-05-02,1214.0
Romania,Daily ICU occupancy,2021-05-03,1190.0
Romania,Daily ICU occupancy,2021-05-04,1123.0
Romania,Daily ICU occupancy,2021-05-05,1100.0
Romania,Daily ICU occupancy,2021-05-06,1041.0
Romania,Daily ICU occupancy,2021-05-07,1026.0
Romania,Daily ICU occupancy,2021-05-08,984.0
Romania,Daily ICU occupancy,2021-05-09,962.0
Romania,Daily ICU occupancy,2021-05-10,919.0
Romania,Daily ICU occupancy,2021-05-11,874.0
Romania,Daily ICU occupancy,2021-05-12,826.0
Romania,Daily ICU occupancy,2021-05-13,809.0
Romania,Daily ICU occupancy,2021-05-14,784.0
Romania,Daily ICU occupancy,2021-05-15,777.0
Romania,Daily ICU occupancy,2021-05-16,753.0
Romania,Daily ICU occupancy,2021-05-17,716.0
Romania,Daily ICU occupancy,2021-05-18,718.0
Romania,Daily ICU occupancy,2021-05-19,663.0
Romania,Daily ICU occupancy,2021-05-20,637.0
Romania,Daily ICU occupancy,2021-05-21,623.0
Romania,Daily ICU occupancy,2021-05-22,590.0
Romania,Daily ICU occupancy,2021-05-23,580.0
Romania,Daily ICU occupancy,2021-05-24,545.0
Romania,Daily ICU occupancy,2021-05-25,493.0
Romania,Daily ICU occupancy,2021-05-26,485.0
Romania,Daily ICU occupancy,2021-05-27,459.0
Romania,Daily ICU occupancy,2021-05-28,452.0
Romania,Daily ICU occupancy,2021-05-29,443.0
Romania,Daily ICU occupancy,2021-05-30,425.0
Romania,Daily ICU occupancy,2021-05-31,410.0
Romania,Daily ICU occupancy,2021-06-01,391.0
Romania,Daily ICU occupancy,2021-06-02,365.0
Romania,Daily ICU occupancy,2021-06-03,341.0
Romania,Daily ICU occupancy,2021-06-04,329.0
Romania,Daily ICU occupancy,2021-06-05,320.0
Romania,Daily ICU occupancy,2021-06-06,315.0
Romania,Daily ICU occupancy,2021-06-07,295.0
Romania,Daily ICU occupancy,2021-06-08,272.0
Romania,Daily ICU occupancy,2021-06-09,265.0
Romania,Daily ICU occupancy,2021-06-10,255.0
Romania,Daily ICU occupancy,2021-06-11,236.0
Romania,Daily ICU occupancy,2021-06-12,229.0
Romania,Daily ICU occupancy,2021-06-13,217.0
Romania,Daily ICU occupancy,2021-06-14,202.0
Romania,Daily ICU occupancy,2021-06-15,192.0
Romania,Daily ICU occupancy,2021-06-16,186.0
Romania,Daily ICU occupancy,2021-06-17,181.0
Romania,Daily ICU occupancy,2021-06-18,164.0
Romania,Daily ICU occupancy,2021-06-19,161.0
Romania,Daily ICU occupancy,2021-06-20,158.0
Romania,Daily ICU occupancy,2021-06-21,151.0
Romania,Daily ICU occupancy,2021-06-22,141.0
Romania,Daily ICU occupancy,2021-06-23,125.0
Romania,Daily ICU occupancy,2021-06-24,121.0
Romania,Daily ICU occupancy,2021-06-25,97.0
Romania,Daily ICU occupancy,2021-06-26,101.0
Romania,Daily ICU occupancy,2021-06-27,86.0
Romania,Daily ICU occupancy,2021-06-28,80.0
Romania,Daily ICU occupancy,2021-06-29,73.0
Romania,Daily ICU occupancy,2021-06-30,67.0
Romania,Daily ICU occupancy,2021-07-01,67.0
Romania,Daily ICU occupancy,2021-07-02,66.0
Romania,Daily ICU occupancy,2021-07-03,67.0
Romania,Daily ICU occupancy,2021-07-04,65.0
Romania,Daily ICU occupancy,2021-07-05,61.0
Romania,Daily ICU occupancy,2021-07-06,56.0
Romania,Daily ICU occupancy,2021-07-07,57.0
Romania,Daily ICU occupancy,2021-07-08,58.0
Romania,Daily ICU occupancy,2021-07-09,54.0
Romania,Daily ICU occupancy,2021-07-10,56.0
Romania,Daily ICU occupancy,2021-07-11,55.0
Romania,Daily ICU occupancy,2021-07-12,52.0
Romania,Daily ICU occupancy,2021-07-13,51.0
Romania,Daily ICU occupancy,2021-07-14,54.0
Romania,Daily ICU occupancy,2021-07-15,53.0
Romania,Daily ICU occupancy,2021-07-16,32.0
Romania,Daily ICU occupancy,2021-07-17,30.0
Romania,Daily ICU occupancy,2021-07-18,33.0
Romania,Daily ICU occupancy,2021-07-19,36.0
Romania,Daily ICU occupancy,2021-07-20,38.0
Romania,Daily ICU occupancy,2021-07-21,33.0
Romania,Daily ICU occupancy,2021-07-22,38.0
Romania,Daily ICU occupancy,2021-07-23,37.0
Romania,Daily ICU occupancy,2021-07-24,34.0
Romania,Daily ICU occupancy,2021-07-25,38.0
Romania,Daily ICU occupancy,2021-07-26,43.0
Romania,Daily ICU occupancy,2021-07-27,47.0
Romania,Daily ICU occupancy,2021-07-28,49.0
Romania,Daily ICU occupancy,2021-07-29,49.0
Romania,Daily ICU occupancy,2021-07-30,56.0
Romania,Daily ICU occupancy,2021-07-31,59.0
Romania,Daily ICU occupancy,2021-08-01,63.0
Romania,Daily ICU occupancy,2021-08-02,60.0
Romania,Daily ICU occupancy,2021-08-03,67.0
Romania,Daily ICU occupancy,2021-08-04,72.0
Romania,Daily ICU occupancy,2021-08-05,68.0
Romania,Daily ICU occupancy,2021-08-06,73.0
