iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
KIR,Oceania,Kiribati,2022-01-28,201.0,20.0,23.143,,,,1655.847,164.761,190.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,121388.0,143.701,23.2,3.895,2.21,1981.132,,434.657,22.66,35.9,58.9,,1.9,68.37,0.63,,,,
OWID_KOS,Europe,Kosovo,2022-01-28,198327.0,3617.0,3292.0,3012.0,4.0,2.143,111287.431,2029.611,1847.243,1690.127,2.245,1.202,2.34,,,,,,,,,13928.0,1605736.0,901.028,7.815,12694.0,7.123,0.252,4.0,tests performed,1764421.0,960783.0,803638.0,,4624.0,4496.0,99.01,53.91,45.09,,2523.0,3850.0,0.216,42.59,1782115.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,
KWT,Asia,Kuwait,2022-01-28,528254.0,6913.0,5613.571,2492.0,2.0,1.286,122039.397,1597.07,1296.87,575.712,0.462,0.297,1.2,,,,,,,,,36377.0,6786442.0,1567.832,8.404,30292.0,6.998,0.175,5.7,tests performed,7301108.0,3362105.0,3250307.0,,,13538.0,168.67,77.67,75.09,,3128.0,1275.0,0.029,26.85,4328553.0,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,2.0,75.49,0.806,,,,
KGZ,Asia,Kyrgyzstan,2022-01-28,197437.0,356.0,517.286,2867.0,5.0,3.429,29786.763,53.709,78.041,432.536,0.754,0.517,1.49,,,,,,,,,,,,,,,,,,2465081.0,1319336.0,998898.0,,11680.0,8581.0,37.19,19.9,15.07,,1295.0,3781.0,0.057,,6628347.0,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,,,,
LAO,Asia,Laos,2022-01-28,132681.0,551.0,536.714,538.0,4.0,2.857,17980.019,74.668,72.732,72.906,0.542,0.387,0.79,,,,,,,,,4902.0,945425.0,128.118,0.664,2718.0,0.368,0.204,4.9,tests performed,7808722.0,4653477.0,3835288.0,,,35334.0,105.82,63.06,51.97,,4788.0,4200.0,0.057,60.19,7379358.0,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,,,,
LVA,Europe,Latvia,2022-01-28,372503.0,8682.0,6786.286,4855.0,9.0,11.714,199526.604,4650.405,3634.99,2600.52,4.821,6.275,1.58,,,630.0,337.452,139.0,74.436,568.0,304.035,25514.0,5995727.0,3211.537,13.666,23534.0,12.606,0.272,3.7,tests performed,2769297.0,1335761.0,1285754.0,431610.0,5035.0,5619.0,148.33,71.55,68.87,23.12,3010.0,558.0,0.03,35.19,1866934.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.866,,,,
LBN,Asia,Lebanon,2022-01-28,900098.0,8116.0,6692.286,9561.0,17.0,14.429,132970.59,1198.969,988.645,1412.437,2.511,2.132,1.06,,,,,,,,,,,,,,,,,,4851951.0,2426499.0,1997536.0,427916.0,13726.0,12152.0,71.68,35.85,29.51,6.32,1795.0,2775.0,0.041,35.19,6769151.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.744,,,,
LSO,Africa,Lesotho,2022-01-28,32176.0,127.0,39.571,693.0,3.0,0.429,14902.733,58.822,18.328,320.972,1.389,0.198,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,2159067.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,,,,
LBR,Africa,Liberia,2022-01-28,7254.0,11.0,6.571,290.0,1.0,0.286,1400.33,2.123,1.269,55.982,0.193,0.055,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.63,5180208.0,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,,,,
LBY,Africa,Libya,2022-01-28,419543.0,3320.0,2342.714,5993.0,14.0,12.286,60291.831,477.112,336.668,861.244,2.012,1.766,1.9,,,,,,,,,10894.0,,,1.566,,,,,samples tested,3003536.0,2012448.0,975651.0,,,10511.0,43.16,28.92,14.02,,1511.0,5191.0,0.075,,6958538.0,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,,,,
LIE,Europe,Liechtenstein,2022-01-28,8590.0,125.0,120.571,73.0,0.0,0.0,224551.681,3267.632,3151.865,1908.297,0.0,0.0,1.26,,,,,,,1.0,25.808,,,,,,,,,,68756.0,26618.0,26003.0,17122.0,186.0,119.0,179.74,69.58,67.97,44.76,3111.0,14.0,0.037,,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LTU,Europe,Lithuania,2022-01-28,651293.0,11766.0,7944.0,7829.0,14.0,14.571,242128.778,4374.202,2953.311,2910.558,5.205,5.417,1.36,,,1058.0,393.329,,,,,30557.0,7434111.0,2763.752,11.36,24135.0,8.973,0.328,3.0,tests performed,4386469.0,1939914.0,1856581.0,864342.0,6659.0,6328.0,163.07,72.12,69.02,32.13,2353.0,516.0,0.019,46.3,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,,,,
OWID_LIC,,Low income,2022-01-28,1760763.0,1430.0,2872.143,40184.0,33.0,55.571,2647.171,2.15,4.318,60.414,0.05,0.084,,,,,,,,,,,,,,,,,,,92042738.0,65423668.0,34674771.0,826967.0,671.0,624411.0,13.84,9.84,5.21,0.12,939.0,201837.0,0.03,,665149040.0,,,,,,,,,,,,,,,,,,
OWID_LMC,,Lower middle income,2022-01-28,74444489.0,391270.0,420193.571,1225814.0,1498.0,1278.286,22351.322,117.475,126.16,368.04,0.45,0.384,,,,,,,,,,,,,,,,,,,3219273877.0,1788620936.0,1350459808.0,51298855.0,6018171.0,11807826.0,96.66,53.7,40.55,1.54,3545.0,3635784.0,0.109,,3330652550.0,,,,,,,,,,,,,,,,,,
LUX,Europe,Luxembourg,2022-01-28,153435.0,2552.0,2266.429,948.0,1.0,0.714,241700.719,4020.075,3570.225,1493.351,1.575,1.125,1.39,11.0,17.328,70.0,110.269,,,37.0,57.498,7698.0,3961528.0,6240.455,12.126,6063.0,9.551,0.382,2.6,tests performed,1206426.0,474517.0,,316715.0,4213.0,5810.0,190.04,74.75,,49.89,9152.0,302.0,0.048,46.3,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,
MAC,Asia,Macao,2022-01-28,79.0,0.0,0.0,,,,119.989,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1035345.0,507142.0,475257.0,70381.0,2071.0,2561.0,157.25,77.03,72.18,10.69,3890.0,668.0,0.101,32.41,658391.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,,,,
MDG,Africa,Madagascar,2022-01-28,57375.0,1548.0,319.571,1223.0,54.0,7.714,2018.304,54.455,11.242,43.022,1.9,0.271,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.61,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,
MWI,Africa,Malawi,2022-01-28,84309.0,85.0,106.286,2553.0,9.0,6.571,4291.041,4.326,5.41,129.939,0.458,0.334,0.57,,,,,,,,,1322.0,524181.0,26.679,0.067,992.0,0.05,0.118,8.5,tests performed,1901275.0,1502197.0,798160.0,,671.0,5187.0,9.68,7.65,4.06,,264.0,237.0,0.001,,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MYS,Asia,Malaysia,2022-01-28,2855930.0,5522.0,4422.429,31952.0,12.0,11.857,87134.275,168.476,134.928,974.854,0.366,0.362,1.1,124.0,3.783,2002.0,61.081,,,4279.0,130.552,123851.0,44679817.0,1363.179,3.779,117860.0,3.596,0.032,31.4,people tested,63100577.0,26065717.0,25707708.0,11531403.0,203613.0,186625.0,192.52,79.53,78.43,35.18,5694.0,1639.0,0.005,,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
MDV,Asia,Maldives,2022-01-28,130599.0,2510.0,2567.286,274.0,0.0,0.714,240239.506,4617.196,4722.574,504.029,0.0,1.314,1.79,,,,,,,,,7019.0,2031866.0,3737.659,12.912,7429.0,13.666,0.33,3.0,samples tested,829457.0,397504.0,369551.0,62402.0,3614.0,2825.0,152.58,73.12,67.98,11.48,5197.0,25.0,0.005,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,
MLI,Africa,Mali,2022-01-28,29983.0,34.0,79.0,711.0,0.0,1.0,1437.639,1.63,3.788,34.091,0.0,0.048,0.84,,,,,,,,,,,,,,,,,,1652365.0,1021729.0,630636.0,,,11722.0,7.92,4.9,3.02,,562.0,5634.0,0.027,40.74,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,
MLT,Europe,Malta,2022-01-28,67167.0,229.0,265.143,544.0,3.0,3.286,130143.383,443.712,513.743,1054.059,5.813,6.366,0.72,7.0,13.563,99.0,191.823,2.0,3.887,45.0,87.453,2812.0,1678499.0,3252.275,5.449,3115.0,6.036,0.085,11.7,tests performed,1204550.0,462758.0,447864.0,327112.0,3161.0,2898.0,233.39,89.66,86.78,63.38,5615.0,601.0,0.116,43.52,516100.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
MHL,Oceania,Marshall Islands,2022-01-28,7.0,0.0,0.0,,,,117.414,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,
MRT,Africa,Mauritania,2022-01-28,58041.0,122.0,156.429,945.0,5.0,3.571,12154.903,25.549,32.759,197.901,1.047,0.748,0.49,,,,,,,,,2814.0,820383.0,171.804,0.589,3388.0,0.71,0.053,18.9,tests performed,2418040.0,1442475.0,955826.0,,,6733.0,50.64,30.21,20.02,,1410.0,4122.0,0.086,33.33,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
MUS,Africa,Mauritius,2022-01-28,70734.0,105.0,85.714,786.0,0.0,0.0,55546.132,82.455,67.31,617.232,0.0,0.0,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273428.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,
MEX,North America,Mexico,2022-01-28,4828446.0,49150.0,33265.286,304803.0,495.0,297.429,37067.125,377.316,255.372,2339.919,3.8,2.283,1.67,,,,,,,,,19373.0,13276085.0,101.918,0.149,32451.0,0.249,0.65,1.5,people tested,162890871.0,83439107.0,76805979.0,,893662.0,716514.0,125.05,64.05,58.96,,5501.0,55646.0,0.043,35.19,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
FSM,Oceania,Micronesia (country),2022-01-28,1.0,0.0,0.0,,,,8.602,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116255.0,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,,,,
MDA,Europe,Moldova,2022-01-28,434549.0,5615.0,4284.714,10621.0,21.0,17.143,107988.643,1395.369,1064.783,2639.397,5.219,4.26,1.7,,,,,,,,,17065.0,,,4.241,12754.0,3.169,0.241,4.2,tests performed,1915406.0,,1009598.0,,7673.0,6279.0,47.6,,25.09,,1560.0,,,33.8,4024025.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,
MCO,Europe,Monaco,2022-01-28,8183.0,393.0,125.571,46.0,0.0,0.143,207059.717,9944.332,3177.415,1163.968,0.0,3.615,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,39520.0,19347.5,,,,,,,5.46,,,,13.8,86.75,,,,,
MNG,Asia,Mongolia,2022-01-28,440352.0,4653.0,2408.143,2104.0,2.0,1.571,132266.357,1397.599,723.322,631.968,0.601,0.472,1.56,,,,,,,,,23894.0,6839716.0,2054.412,7.177,19837.0,5.958,0.126,8.0,samples tested,5442017.0,2269389.0,2170005.0,1002623.0,2680.0,2987.0,163.46,68.16,65.18,30.12,897.0,123.0,0.004,37.5,3329282.0,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,,,,
MNE,Europe,Montenegro,2022-01-28,217752.0,896.0,974.429,2546.0,5.0,5.857,346710.697,1426.636,1551.512,4053.811,7.961,9.326,0.71,,,,,,,,,,,,,,,,,,652477.0,286697.0,277387.0,88393.0,703.0,641.0,103.89,45.65,44.17,14.07,1021.0,102.0,0.016,,628051.0,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.829,,,,
MSR,North America,Montserrat,2022-01-28,162.0,1.0,1.429,1.0,0.0,0.0,32523.59,200.763,286.804,200.763,0.0,0.0,,,,,,,,,,,,,,,,,,,3691.0,1789.0,1517.0,,,35.0,74.1,35.92,30.46,,7027.0,5.0,0.1,,4981.0,,,,,,,,,,,,,74.16,,,,,
MAR,Africa,Morocco,2022-01-28,1124986.0,4899.0,5520.857,15300.0,30.0,31.143,30124.312,131.183,147.835,409.696,0.803,0.834,1.06,,,,,,,,,25036.0,10558046.0,282.718,0.67,25272.0,0.677,0.238,4.2,people tested,52024434.0,24741440.0,23154349.0,,,51386.0,139.31,66.25,62.0,,1376.0,3020.0,0.008,,37344787.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,
MOZ,Africa,Mozambique,2022-01-28,223612.0,199.0,233.857,2165.0,1.0,2.286,6952.451,6.187,7.271,67.313,0.031,0.071,0.44,,,,,,,,,3399.0,1216700.0,37.829,0.106,2964.0,0.092,0.096,10.5,tests performed,19066507.0,10471943.0,8648564.0,,,226094.0,59.28,32.56,26.89,,7030.0,92039.0,0.286,37.04,32163045.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
MMR,Asia,Myanmar,2022-01-28,534908.0,237.0,156.143,19310.0,0.0,0.286,9760.024,4.324,2.849,352.334,0.0,0.005,0.95,,,,,,,,,11236.0,6327278.0,115.449,0.205,11802.0,0.215,0.011,88.0,samples tested,38919898.0,21361785.0,17558113.0,,,187062.0,71.01,38.98,32.04,,3413.0,49251.0,0.09,,54806014.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,,,,
NAM,Africa,Namibia,2022-01-28,155722.0,99.0,99.286,3962.0,15.0,8.571,60186.044,38.263,38.374,1531.3,5.797,3.313,0.59,,,,,,,,,801.0,916464.0,354.21,0.31,1223.0,0.473,0.085,11.8,tests performed,661079.0,417240.0,354975.0,,,908.0,25.55,16.13,13.72,,351.0,631.0,0.024,23.15,2587344.0,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,
NRU,Oceania,Nauru,2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15128.0,7764.0,7364.0,,,2.0,139.13,71.41,67.73,,184.0,1.0,0.009,,10873.0,682.45,,,,12895.635,,,24.07,43.0,36.9,,5.0,59.96,,,,,
NPL,Asia,Nepal,2022-01-28,944074.0,4807.0,6784.286,11697.0,10.0,8.857,31813.868,161.989,228.62,394.171,0.337,0.298,1.49,,,,,,,,,13791.0,5199495.0,175.215,0.465,15096.0,0.509,0.466,2.1,tests performed,27965500.0,15837671.0,12127829.0,,,228319.0,94.24,53.37,40.87,,7694.0,100377.0,0.338,62.96,29674920.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,
NLD,Europe,Netherlands,2022-01-28,4214878.0,74019.0,61086.286,21341.0,9.0,9.143,245434.981,4310.173,3557.093,1242.7,0.524,0.532,1.59,238.0,13.859,903.0,52.582,76.0,4.426,920.0,53.572,150516.0,24880629.0,1448.815,8.765,143758.0,8.371,0.384,2.6,tests performed,33027727.0,13370933.0,12308691.0,8215948.0,,71293.0,192.32,77.86,71.67,47.84,4151.0,3143.0,0.018,,17173094.0,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,28267.1,8.85,-7.15,1646.011
NCL,Oceania,New Caledonia,2022-01-28,18643.0,740.0,492.571,283.0,0.0,0.143,64683.901,2567.51,1709.03,981.899,0.0,0.496,,,,,,,,,,,,,,,,,,,362095.0,185508.0,176587.0,,,203.0,125.63,64.36,61.27,,704.0,117.0,0.041,,288217.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,,,
NZL,Oceania,New Zealand,2022-01-28,16146.0,155.0,95.286,52.0,0.0,0.0,3149.64,30.236,18.588,10.144,0.0,0.0,1.04,,,,,,,,,14336.0,5978896.0,1166.318,2.797,17513.0,3.416,0.005,194.7,tests performed,9306271.0,4138974.0,3919977.0,1247320.0,61120.0,66472.0,181.54,80.74,76.47,24.33,12967.0,20722.0,0.404,62.04,5126300.0,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,,,,
NIC,North America,Nicaragua,2022-01-28,17650.0,0.0,6.571,220.0,0.0,0.143,2633.393,0.0,0.98,32.824,0.0,0.021,1.28,,,,,,,,,,,,,,,,,,8659628.0,5200392.0,3459236.0,,,36578.0,129.2,77.59,51.61,,5457.0,15377.0,0.229,8.33,6702379.0,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,,,
NER,Africa,Niger,2022-01-28,8640.0,8.0,19.571,298.0,1.0,0.429,343.801,0.318,0.779,11.858,0.04,0.017,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67,25130810.0,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,,,,
NGA,Africa,Nigeria,2022-01-28,252912.0,159.0,140.286,3134.0,0.0,1.429,1196.363,0.752,0.664,14.825,0.0,0.007,0.71,,,,,,,,,,4055877.0,19.186,,9004.0,0.043,0.02,50.1,samples tested,19360511.0,13772458.0,5199824.0,,,223861.0,9.16,6.51,2.46,,1059.0,173660.0,0.082,,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
OWID_NAM,,North America,2022-01-28,86665433.0,736149.0,626044.0,1289418.0,4055.0,2850.857,145270.117,1233.946,1049.386,2161.345,6.797,4.779,,,,,,,,,,,,,,,,,,,887108181.0,414173692.0,358709855.0,112684925.0,1209502.0,1686131.0,148.7,69.42,60.13,18.89,2826.0,232524.0,0.039,,596581283.0,,,,,,,,,,,,,,,,,,
MKD,Europe,North Macedonia,2022-01-28,265101.0,1895.0,1736.286,8338.0,26.0,23.0,127289.559,909.894,833.686,4003.532,12.484,11.044,1.14,,,,,,,,,,,,,,,,,,1788943.0,847017.0,825428.0,116498.0,,1615.0,85.9,40.67,39.63,5.59,775.0,197.0,0.009,,2082661.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,,,,
NOR,Europe,Norway,2022-01-28,736051.0,21519.0,19919.714,1439.0,23.0,3.857,134669.038,3937.15,3644.542,263.282,4.208,0.706,1.46,,,227.0,41.532,18.0,3.353,137.0,25.151,33436.0,9994320.0,1828.576,6.118,35883.0,6.565,0.539,1.9,people tested,10904821.0,4311233.0,3983501.0,2610087.0,46527.0,30791.0,199.52,78.88,72.88,47.75,5634.0,794.0,0.015,,5465629.0,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,,,,
OWID_OCE,,Oceania,2022-01-28,2708330.0,67849.0,57472.571,6011.0,162.0,89.429,62663.88,1569.854,1329.769,139.079,3.748,2.069,,,,,,,,,,,,,,,,,,,61877576.0,27626142.0,25670271.0,8581163.0,547576.0,311484.0,143.17,63.92,59.39,19.85,7207.0,69025.0,0.16,,43219954.0,,,,,,,,,,,,,,,,,,
OMN,Asia,Oman,2022-01-28,330767.0,2441.0,1785.0,4134.0,0.0,1.286,63324.371,467.322,341.733,791.442,0.0,0.246,1.98,,,,,,,,,,,,,,,,,,6375600.0,3148894.0,2936467.0,,,11708.0,122.06,60.28,56.22,,2241.0,1227.0,0.023,,5223376.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
PAK,Asia,Pakistan,2022-01-28,1410033.0,7963.0,7144.857,29219.0,27.0,20.286,6261.25,35.36,31.727,129.747,0.12,0.09,1.57,,,,,,,,,51063.0,24822901.0,110.226,0.227,58169.0,0.258,0.121,8.2,tests performed,174085175.0,104228089.0,80748105.0,2242425.0,786027.0,481901.0,77.3,46.28,35.86,1.0,2140.0,178934.0,0.079,,225199929.0,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
PLW,Oceania,Palau,2022-01-28,1393.0,371.0,169.286,,,,76647.959,20413.778,9314.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18174.0,47.237,,,,13240.405,,,15.89,7.7,22.7,,4.8,73.7,0.826,,,,
PSE,Asia,Palestine,2022-01-28,504992.0,4548.0,3487.0,5076.0,2.0,4.857,96690.713,870.805,667.655,971.901,0.383,0.93,2.21,,,,,,,,,7103.0,,,1.36,8370.0,1.603,0.195,5.1,tests performed,,,,,,,,,,,,,,25.0,5222756.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,,,,
PAN,North America,Panama,2022-01-28,685630.0,7502.0,8391.429,7680.0,24.0,15.143,156479.975,1712.167,1915.159,1752.791,5.477,3.456,1.55,,,,,,,,,26743.0,5115700.0,1167.546,6.104,25458.0,5.81,0.354,2.8,tests performed,6486245.0,3103101.0,2498794.0,884350.0,438.0,19956.0,148.03,70.82,57.03,20.18,4555.0,2785.0,0.064,,4381583.0,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
PNG,Oceania,Papua New Guinea,2022-01-28,36866.0,270.0,60.0,597.0,0.0,0.143,4042.766,29.608,6.58,65.468,0.0,0.016,1.39,,,,,,,,,,,,,,,,,,521934.0,291678.0,230256.0,,,803.0,5.72,3.2,2.53,,88.0,355.0,0.004,48.15,9119005.0,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
PRY,South America,Paraguay,2022-01-28,565368.0,5462.0,6973.286,17212.0,36.0,46.429,78309.711,756.547,965.877,2384.052,4.986,6.431,1.64,,,,,,,,,13010.0,2313757.0,320.481,1.802,12463.0,1.726,0.497,2.0,tests performed,7410811.0,3527282.0,3074799.0,808730.0,,18500.0,102.65,48.86,42.59,11.2,2562.0,2459.0,0.034,35.19,7219641.0,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,,,
PER,South America,Peru,2022-01-28,3120401.0,99645.0,48621.714,204940.0,353.0,153.143,93538.841,2987.013,1457.511,6143.393,10.582,4.591,1.61,,,,,,,,,1.0,7181133.0,215.266,0.0,0.0,0.0,0.313,3.2,tests performed,54968887.0,25019706.0,22669913.0,7279268.0,76053.0,117813.0,164.78,75.0,67.96,21.82,3532.0,18212.0,0.055,68.52,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,220596.1,82.65,54.78,6612.709
PHL,Asia,Philippines,2022-01-28,3511491.0,18044.0,22058.286,53801.0,65.0,70.286,31621.69,162.49,198.639,484.489,0.585,0.633,1.07,,,,,,,,,,,,,,,,,,125089117.0,,58149158.0,6851138.0,578732.0,513673.0,112.65,,52.36,6.17,4626.0,,,71.76,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,
POL,Europe,Poland,2022-01-28,4752700.0,57265.0,44211.857,104907.0,271.0,183.0,125742.784,1515.067,1169.719,2775.538,7.17,4.842,1.63,,,13491.0,356.933,,,,,173747.0,29477211.0,779.882,4.597,143455.0,3.795,0.3,3.3,people tested,51119917.0,22251342.0,21662397.0,9875071.0,167883.0,145515.0,135.25,58.87,57.31,26.13,3850.0,21200.0,0.056,47.22,37797000.0,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,160741.3,18.61,8.05,4252.753
PRT,Europe,Portugal,2022-01-28,2507357.0,63833.0,55604.571,19788.0,44.0,41.714,246594.806,6277.88,5468.626,1946.12,4.327,4.103,1.34,147.0,14.457,2249.0,221.186,,,,,318132.0,33409187.0,3285.744,31.288,300364.0,29.54,0.178,5.6,tests performed,21249010.0,9573456.0,9193262.0,4760490.0,74483.0,82547.0,208.98,94.15,90.41,46.82,8118.0,1584.0,0.016,37.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
QAT,Asia,Qatar,2022-01-28,334543.0,1743.0,2466.571,641.0,1.0,1.286,114158.082,594.774,841.683,218.732,0.341,0.439,0.84,,,,,,,,,,,,,,,,,,5731330.0,,,,38625.0,26784.0,195.57,,,,9140.0,,,,2930524.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
ROU,Europe,Romania,2022-01-28,2146558.0,31724.0,23269.714,59857.0,60.0,54.286,112222.061,1658.531,1216.541,3129.324,3.137,2.838,1.43,,,,,,,,,,18900824.0,988.135,,75934.0,3.97,0.285,3.5,tests performed,16341598.0,,7956592.0,,18873.0,14649.0,85.43,,41.6,,766.0,,,52.78,19127772.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
