location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Liechtenstein,2021-08-22,0-9,0.05,0.03,
Liechtenstein,2021-08-22,10-19,27.37,14.42,
Liechtenstein,2021-08-22,20-29,54.58,49.81,
Liechtenstein,2021-08-22,30-39,52.08,46.83,
Liechtenstein,2021-08-22,40-49,63.06,59.05,
Liechtenstein,2021-08-22,50-59,68.0,65.12,
Liechtenstein,2021-08-22,60-69,74.88,72.51,
Liechtenstein,2021-08-22,70-79,87.14,85.98,
Liechtenstein,2021-08-22,80+,91.73,90.93,
Liechtenstein,2021-08-29,0-9,0.05,0.03,
Liechtenstein,2021-08-29,10-19,32.22,14.55,
Liechtenstein,2021-08-29,20-29,58.24,50.3,
Liechtenstein,2021-08-29,30-39,55.09,47.09,
Liechtenstein,2021-08-29,40-49,66.23,59.29,
Liechtenstein,2021-08-29,50-59,70.08,65.29,
Liechtenstein,2021-08-29,60-69,76.69,72.57,
Liechtenstein,2021-08-29,70-79,87.84,86.01,
Liechtenstein,2021-08-29,80+,92.11,90.93,
Liechtenstein,2021-09-05,0-9,0.05,0.03,
Liechtenstein,2021-09-05,10-19,32.27,14.55,
Liechtenstein,2021-09-05,20-29,58.31,50.32,
Liechtenstein,2021-09-05,30-39,55.11,47.09,
Liechtenstein,2021-09-05,40-49,66.27,59.29,
Liechtenstein,2021-09-05,50-59,70.08,65.29,
Liechtenstein,2021-09-05,60-69,76.71,72.57,
Liechtenstein,2021-09-05,70-79,87.87,86.01,
Liechtenstein,2021-09-05,80+,92.11,90.93,
Liechtenstein,2021-09-12,0-9,0.05,0.03,
Liechtenstein,2021-09-12,10-19,32.45,21.2,
Liechtenstein,2021-09-12,20-29,58.38,51.26,
Liechtenstein,2021-09-12,30-39,55.25,48.04,
Liechtenstein,2021-09-12,40-49,66.32,60.13,
Liechtenstein,2021-09-12,50-59,70.21,65.92,
Liechtenstein,2021-09-12,60-69,76.77,72.91,
Liechtenstein,2021-09-12,70-79,87.9,86.19,
Liechtenstein,2021-09-12,80+,92.17,91.05,
Liechtenstein,2021-09-19,0-9,0.05,0.03,
Liechtenstein,2021-09-19,10-19,37.92,26.46,
Liechtenstein,2021-09-19,20-29,62.82,53.96,
Liechtenstein,2021-09-19,30-39,58.6,51.3,
Liechtenstein,2021-09-19,40-49,68.53,62.62,
Liechtenstein,2021-09-19,50-59,72.26,67.92,
Liechtenstein,2021-09-19,60-69,78.11,74.52,
Liechtenstein,2021-09-19,70-79,88.48,86.68,
Liechtenstein,2021-09-19,80+,92.79,91.55,
Liechtenstein,2021-09-26,0-9,0.05,0.03,
Liechtenstein,2021-09-26,10-19,40.13,32.06,
Liechtenstein,2021-09-26,20-29,64.33,57.77,
Liechtenstein,2021-09-26,30-39,60.3,54.43,
Liechtenstein,2021-09-26,40-49,69.44,66.08,
Liechtenstein,2021-09-26,50-59,72.99,70.03,
Liechtenstein,2021-09-26,60-69,78.53,76.42,
Liechtenstein,2021-09-26,70-79,88.97,87.41,
Liechtenstein,2021-09-26,80+,93.04,91.98,
Liechtenstein,2021-10-03,0-9,0.05,0.03,
Liechtenstein,2021-10-03,10-19,41.01,32.34,
Liechtenstein,2021-10-03,20-29,64.82,57.97,
Liechtenstein,2021-10-03,30-39,60.9,54.47,
Liechtenstein,2021-10-03,40-49,69.97,66.3,
Liechtenstein,2021-10-03,50-59,73.5,70.11,
Liechtenstein,2021-10-03,60-69,78.91,76.52,
Liechtenstein,2021-10-03,70-79,89.23,87.46,
Liechtenstein,2021-10-03,80+,93.41,91.98,
Liechtenstein,2021-10-10,0-9,0.05,0.03,
Liechtenstein,2021-10-10,10-19,41.84,32.55,
Liechtenstein,2021-10-10,20-29,65.54,58.11,
Liechtenstein,2021-10-10,30-39,61.78,54.57,
Liechtenstein,2021-10-10,40-49,70.41,66.36,
Liechtenstein,2021-10-10,50-59,74.01,70.14,
Liechtenstein,2021-10-10,60-69,79.09,76.59,
Liechtenstein,2021-10-10,70-79,89.29,87.55,
Liechtenstein,2021-10-10,80+,93.47,91.98,
Liechtenstein,2021-10-17,0-9,0.05,0.03,
Liechtenstein,2021-10-17,10-19,42.02,33.3,
Liechtenstein,2021-10-17,20-29,65.6,58.6,
Liechtenstein,2021-10-17,30-39,62.0,55.23,
Liechtenstein,2021-10-17,40-49,70.56,66.6,
Liechtenstein,2021-10-17,50-59,74.06,70.59,
Liechtenstein,2021-10-17,60-69,79.21,76.93,
Liechtenstein,2021-10-17,70-79,89.41,87.72,
Liechtenstein,2021-10-17,80+,93.47,92.11,
Liechtenstein,2021-10-24,0-9,0.05,0.03,
Liechtenstein,2021-10-24,10-19,42.43,39.0,
Liechtenstein,2021-10-24,20-29,65.8,63.55,
Liechtenstein,2021-10-24,30-39,62.2,58.96,
Liechtenstein,2021-10-24,40-49,70.78,69.14,
Liechtenstein,2021-10-24,50-59,74.11,72.43,
Liechtenstein,2021-10-24,60-69,79.27,78.19,
Liechtenstein,2021-10-24,70-79,89.44,88.48,
Liechtenstein,2021-10-24,80+,93.54,92.67,
Liechtenstein,2021-10-31,0-9,0.05,0.03,
Liechtenstein,2021-10-31,10-19,43.31,40.39,
Liechtenstein,2021-10-31,20-29,66.87,64.4,
Liechtenstein,2021-10-31,30-39,63.19,60.02,
Liechtenstein,2021-10-31,40-49,71.22,69.73,
Liechtenstein,2021-10-31,50-59,74.63,73.44,
Liechtenstein,2021-10-31,60-69,79.8,78.63,
Liechtenstein,2021-10-31,70-79,89.73,88.91,
Liechtenstein,2021-10-31,80+,93.54,93.23,
Liechtenstein,2021-11-07,0-9,0.05,0.03,
Liechtenstein,2021-11-07,10-19,44.34,41.37,
Liechtenstein,2021-11-07,20-29,67.72,65.54,
Liechtenstein,2021-11-07,30-39,63.91,61.02,
Liechtenstein,2021-11-07,40-49,71.81,70.6,
Liechtenstein,2021-11-07,50-59,75.13,74.08,
Liechtenstein,2021-11-07,60-69,80.12,78.99,
Liechtenstein,2021-11-07,70-79,89.79,89.12,
Liechtenstein,2021-11-07,80+,93.66,93.35,
Liechtenstein,2021-11-14,0-9,0.05,0.03,
Liechtenstein,2021-11-14,10-19,45.96,41.78,
Liechtenstein,2021-11-14,20-29,68.79,65.87,
Liechtenstein,2021-11-14,30-39,64.79,61.32,
Liechtenstein,2021-11-14,40-49,72.44,70.84,
Liechtenstein,2021-11-14,50-59,75.61,74.34,
Liechtenstein,2021-11-14,60-69,80.54,79.25,
Liechtenstein,2021-11-14,70-79,89.9,89.18,
Liechtenstein,2021-11-14,80+,93.85,93.35,
Liechtenstein,2021-11-21,0-9,0.05,0.03,
Liechtenstein,2021-11-21,10-19,46.35,42.17,
Liechtenstein,2021-11-21,20-29,69.15,65.98,
Liechtenstein,2021-11-21,30-39,65.11,61.6,
Liechtenstein,2021-11-21,40-49,72.57,70.91,
Liechtenstein,2021-11-21,50-59,75.69,74.43,
Liechtenstein,2021-11-21,60-69,80.64,79.35,
Liechtenstein,2021-11-21,70-79,90.05,89.26,
Liechtenstein,2021-11-21,80+,93.97,93.41,
Liechtenstein,2021-11-28,0-9,0.05,0.03,
Liechtenstein,2021-11-28,10-19,46.87,42.97,
Liechtenstein,2021-11-28,20-29,69.46,66.63,
Liechtenstein,2021-11-28,30-39,65.61,62.48,
Liechtenstein,2021-11-28,40-49,72.86,71.2,
Liechtenstein,2021-11-28,50-59,75.82,74.62,
Liechtenstein,2021-11-28,60-69,80.76,79.63,
Liechtenstein,2021-11-28,70-79,90.25,89.41,
Liechtenstein,2021-11-28,80+,94.03,93.47,
Liechtenstein,2021-12-05,0-9,0.05,0.03,
Liechtenstein,2021-12-05,10-19,47.3,44.0,
Liechtenstein,2021-12-05,20-29,69.8,67.28,
Liechtenstein,2021-12-05,30-39,65.97,63.21,
Liechtenstein,2021-12-05,40-49,73.19,71.74,
Liechtenstein,2021-12-05,50-59,75.91,74.99,
Liechtenstein,2021-12-05,60-69,80.84,79.88,
Liechtenstein,2021-12-05,70-79,90.34,89.5,
Liechtenstein,2021-12-05,80+,94.1,93.6,
Liechtenstein,2021-12-12,0-9,0.05,0.03,
Liechtenstein,2021-12-12,10-19,48.08,44.93,
Liechtenstein,2021-12-12,20-29,70.47,67.99,
Liechtenstein,2021-12-12,30-39,66.43,63.87,
Liechtenstein,2021-12-12,40-49,73.4,72.22,
Liechtenstein,2021-12-12,50-59,76.22,75.29,
Liechtenstein,2021-12-12,60-69,81.0,80.24,
Liechtenstein,2021-12-12,70-79,90.45,89.61,
Liechtenstein,2021-12-12,80+,94.28,93.78,
Liechtenstein,2021-12-19,0-9,0.05,0.03,
Liechtenstein,2021-12-19,10-19,48.67,45.83,
Liechtenstein,2021-12-19,20-29,71.05,68.66,
Liechtenstein,2021-12-19,30-39,66.99,64.41,
Liechtenstein,2021-12-19,40-49,73.82,72.61,
Liechtenstein,2021-12-19,50-59,76.52,75.54,
Liechtenstein,2021-12-19,60-69,81.28,80.4,
Liechtenstein,2021-12-19,70-79,90.6,89.7,
Liechtenstein,2021-12-19,80+,94.47,93.91,
Liechtenstein,2021-12-26,0-9,0.05,0.03,
Liechtenstein,2021-12-26,10-19,49.14,46.25,
Liechtenstein,2021-12-26,20-29,71.4,68.77,
Liechtenstein,2021-12-26,30-39,67.39,64.89,
Liechtenstein,2021-12-26,40-49,74.13,73.01,
Liechtenstein,2021-12-26,50-59,76.69,75.69,
Liechtenstein,2021-12-26,60-69,81.48,80.5,
Liechtenstein,2021-12-26,70-79,90.63,89.81,
Liechtenstein,2021-12-26,80+,94.59,93.91,
Liechtenstein,2022-01-02,0-9,0.05,0.03,
Liechtenstein,2022-01-02,10-19,49.14,46.32,
Liechtenstein,2022-01-02,20-29,71.45,68.9,
Liechtenstein,2022-01-02,30-39,67.43,64.99,
Liechtenstein,2022-01-02,40-49,74.17,73.08,
Liechtenstein,2022-01-02,50-59,76.69,75.69,
Liechtenstein,2022-01-02,60-69,81.48,80.5,
Liechtenstein,2022-01-02,70-79,90.66,89.9,
Liechtenstein,2022-01-02,80+,94.59,93.97,
Liechtenstein,2022-01-09,0-9,2.27,0.03,
Liechtenstein,2022-01-09,10-19,51.3,46.87,
Liechtenstein,2022-01-09,20-29,71.98,69.55,
Liechtenstein,2022-01-09,30-39,67.68,65.35,
Liechtenstein,2022-01-09,40-49,74.32,73.27,
Liechtenstein,2022-01-09,50-59,76.76,75.91,
Liechtenstein,2022-01-09,60-69,81.6,80.64,
Liechtenstein,2022-01-09,70-79,90.68,89.96,
Liechtenstein,2022-01-09,80+,94.66,94.1,
Liechtenstein,2022-01-16,0-9,2.27,0.03,
Liechtenstein,2022-01-16,10-19,51.69,47.82,
Liechtenstein,2022-01-16,20-29,72.3,70.24,
Liechtenstein,2022-01-16,30-39,67.84,65.93,
Liechtenstein,2022-01-16,40-49,74.48,73.67,
Liechtenstein,2022-01-16,50-59,76.86,76.27,
Liechtenstein,2022-01-16,60-69,81.7,80.8,
Liechtenstein,2022-01-16,70-79,90.8,90.16,
Liechtenstein,2022-01-16,80+,94.78,94.28,
Liechtenstein,2022-01-23,0-9,3.25,0.08,
Liechtenstein,2022-01-23,10-19,52.49,48.36,
Liechtenstein,2022-01-23,20-29,72.88,70.69,
Liechtenstein,2022-01-23,30-39,68.1,66.37,
Liechtenstein,2022-01-23,40-49,74.69,74.04,
Liechtenstein,2022-01-23,50-59,77.12,76.67,
Liechtenstein,2022-01-23,60-69,81.84,81.04,
Liechtenstein,2022-01-23,70-79,90.86,90.28,
Liechtenstein,2022-01-23,80+,94.84,94.47,
Liechtenstein,2022-01-30,0-9,3.62,0.08,
Liechtenstein,2022-01-30,10-19,52.75,48.39,
Liechtenstein,2022-01-30,20-29,72.9,70.78,
Liechtenstein,2022-01-30,30-39,68.18,66.43,
Liechtenstein,2022-01-30,40-49,74.69,74.08,
Liechtenstein,2022-01-30,50-59,77.14,76.7,
Liechtenstein,2022-01-30,60-69,81.88,81.04,
Liechtenstein,2022-01-30,70-79,90.92,90.28,
Liechtenstein,2022-01-30,80+,94.84,94.47,
Liechtenstein,2022-02-06,0-9,3.83,0.08,
Liechtenstein,2022-02-06,10-19,53.21,48.77,
Liechtenstein,2022-02-06,20-29,73.14,71.29,
Liechtenstein,2022-02-06,30-39,68.26,66.63,
Liechtenstein,2022-02-06,40-49,74.74,74.15,
Liechtenstein,2022-02-06,50-59,77.14,76.75,
Liechtenstein,2022-02-06,60-69,81.98,81.16,
Liechtenstein,2022-02-06,70-79,90.92,90.37,
Liechtenstein,2022-02-06,80+,94.9,94.47,
Lithuania,2021-01-01,18-24,0.04,0.0,0.0
Lithuania,2021-01-01,25-49,0.14,0.0,0.0
Lithuania,2021-01-01,50-59,0.17,0.0,0.0
Lithuania,2021-01-01,60-69,0.1,0.0,0.0
Lithuania,2021-01-01,70-79,0.01,0.0,0.0
Lithuania,2021-01-08,15-17,0.0,0.0,0.0
Lithuania,2021-01-08,18-24,0.35,0.0,0.0
Lithuania,2021-01-08,25-49,1.06,0.0,0.0
Lithuania,2021-01-08,50-59,1.78,0.0,0.0
Lithuania,2021-01-08,60-69,1.38,0.0,0.0
Lithuania,2021-01-08,70-79,0.25,0.0,0.0
Lithuania,2021-01-08,80+,0.12,0.0,0.0
Lithuania,2021-01-15,15-17,0.17,0.0,0.0
Lithuania,2021-01-15,18-24,0.72,0.03,0.0
Lithuania,2021-01-15,25-49,2.06,0.07,0.0
Lithuania,2021-01-15,50-59,3.58,0.05,0.0
Lithuania,2021-01-15,60-69,3.02,0.03,0.0
Lithuania,2021-01-15,70-79,1.1,0.0,0.0
Lithuania,2021-01-15,80+,1.6,0.0,0.0
Lithuania,2021-01-22,15-17,0.18,0.0,0.0
Lithuania,2021-01-22,18-24,0.82,0.14,0.0
Lithuania,2021-01-22,25-49,2.33,0.45,0.0
Lithuania,2021-01-22,50-59,4.01,0.67,0.0
Lithuania,2021-01-22,60-69,3.47,0.44,0.0
Lithuania,2021-01-22,70-79,1.37,0.06,0.0
Lithuania,2021-01-22,80+,2.48,0.0,0.0
Lithuania,2021-01-29,15-17,0.21,0.0,0.0
Lithuania,2021-01-29,18-24,1.18,0.31,0.0
Lithuania,2021-01-29,25-49,2.98,0.98,0.0
Lithuania,2021-01-29,50-59,4.74,1.64,0.0
Lithuania,2021-01-29,60-69,4.05,1.26,0.0
Lithuania,2021-01-29,70-79,1.54,0.23,0.0
Lithuania,2021-01-29,80+,2.94,0.08,0.0
Lithuania,2021-02-05,15-17,0.22,0.15,0.0
Lithuania,2021-02-05,18-24,1.29,0.61,0.0
Lithuania,2021-02-05,25-49,3.26,1.84,0.0
Lithuania,2021-02-05,50-59,5.19,3.22,0.0
Lithuania,2021-02-05,60-69,4.44,2.68,0.0
Lithuania,2021-02-05,70-79,1.65,0.93,0.0
Lithuania,2021-02-05,80+,3.26,1.35,0.0
Lithuania,2021-02-12,10-14,0.0,0.0,0.0
Lithuania,2021-02-12,15-17,0.23,0.16,0.0
Lithuania,2021-02-12,18-24,1.58,0.73,0.0
Lithuania,2021-02-12,25-49,4.11,2.12,0.0
Lithuania,2021-02-12,50-59,6.73,3.66,0.0
Lithuania,2021-02-12,60-69,5.65,3.11,0.0
Lithuania,2021-02-12,70-79,1.9,1.14,0.0
Lithuania,2021-02-12,80+,3.64,2.15,0.0
Lithuania,2021-02-19,10-14,0.0,0.0,0.0
Lithuania,2021-02-19,15-17,0.24,0.19,0.0
Lithuania,2021-02-19,18-24,1.72,1.07,0.0
Lithuania,2021-02-19,25-49,4.57,2.75,0.0
Lithuania,2021-02-19,50-59,7.72,4.4,0.0
Lithuania,2021-02-19,60-69,6.59,3.7,0.0
Lithuania,2021-02-19,70-79,2.96,1.34,0.0
Lithuania,2021-02-19,80+,9.0,2.63,0.0
Lithuania,2021-02-26,10-14,0.0,0.0,0.0
Lithuania,2021-02-26,15-17,0.24,0.19,0.0
Lithuania,2021-02-26,18-24,1.8,1.17,0.0
Lithuania,2021-02-26,25-49,4.76,2.98,0.0
Lithuania,2021-02-26,50-59,8.15,4.76,0.0
Lithuania,2021-02-26,60-69,7.7,4.03,0.0
Lithuania,2021-02-26,70-79,8.14,1.4,0.0
Lithuania,2021-02-26,80+,23.31,2.89,0.0
Lithuania,2021-03-05,10-14,0.0,0.0,0.0
Lithuania,2021-03-05,15-17,0.25,0.2,0.0
Lithuania,2021-03-05,18-24,1.89,1.34,0.0
Lithuania,2021-03-05,25-49,4.92,3.31,0.0
Lithuania,2021-03-05,50-59,8.45,5.78,0.0
Lithuania,2021-03-05,60-69,9.09,5.21,0.0
Lithuania,2021-03-05,70-79,18.17,1.62,0.0
Lithuania,2021-03-05,80+,32.18,3.27,0.0
Lithuania,2021-03-12,10-14,0.0,0.0,0.0
Lithuania,2021-03-12,15-17,0.25,0.21,0.0
Lithuania,2021-03-12,18-24,1.99,1.42,0.0
Lithuania,2021-03-12,25-49,5.04,3.46,0.0
Lithuania,2021-03-12,50-59,8.68,6.32,0.0
Lithuania,2021-03-12,60-69,11.92,5.91,0.0
Lithuania,2021-03-12,70-79,29.04,2.36,0.0
Lithuania,2021-03-12,80+,35.71,6.69,0.0
Lithuania,2021-03-19,10-14,0.0,0.0,0.0
Lithuania,2021-03-19,15-17,0.25,0.22,0.0
Lithuania,2021-03-19,18-24,2.04,1.47,0.0
Lithuania,2021-03-19,25-49,5.13,3.62,0.0
Lithuania,2021-03-19,50-59,8.9,6.71,0.0
Lithuania,2021-03-19,60-69,14.02,6.69,0.0
Lithuania,2021-03-19,70-79,33.46,4.69,0.0
Lithuania,2021-03-19,80+,36.86,15.4,0.0
Lithuania,2021-03-26,10-14,0.0,0.0,0.0
Lithuania,2021-03-26,15-17,0.27,0.22,0.0
Lithuania,2021-03-26,18-24,2.42,1.55,0.0
Lithuania,2021-03-26,25-49,5.73,3.75,0.0
Lithuania,2021-03-26,50-59,10.0,6.96,0.0
Lithuania,2021-03-26,60-69,18.91,7.28,0.0
Lithuania,2021-03-26,70-79,40.62,9.56,0.0
Lithuania,2021-03-26,80+,39.44,21.63,0.0
Lithuania,2021-04-02,10-14,0.0,0.0,0.0
Lithuania,2021-04-02,15-17,0.32,0.23,0.0
Lithuania,2021-04-02,18-24,4.34,1.64,0.0
Lithuania,2021-04-02,25-49,7.15,3.84,0.0
Lithuania,2021-04-02,50-59,12.03,7.13,0.0
Lithuania,2021-04-02,60-69,24.32,8.34,0.0
Lithuania,2021-04-02,70-79,47.48,15.63,0.0
Lithuania,2021-04-02,80+,41.94,25.27,0.0
Lithuania,2021-04-09,10-14,0.0,0.0,0.0
Lithuania,2021-04-09,15-17,0.52,0.23,0.0
Lithuania,2021-04-09,18-24,8.15,1.69,0.0
Lithuania,2021-04-09,25-49,9.81,3.91,0.0
Lithuania,2021-04-09,50-59,15.95,7.3,0.0
Lithuania,2021-04-09,60-69,32.21,9.41,0.0
Lithuania,2021-04-09,70-79,54.03,18.15,0.0
Lithuania,2021-04-09,80+,44.36,26.36,0.0
Lithuania,2021-04-16,10-14,0.0,0.0,0.0
Lithuania,2021-04-16,15-17,0.7,0.23,0.0
Lithuania,2021-04-16,18-24,10.13,1.76,0.0
Lithuania,2021-04-16,25-49,12.17,4.06,0.0
Lithuania,2021-04-16,50-59,19.55,7.63,0.0
Lithuania,2021-04-16,60-69,38.84,11.08,0.0
Lithuania,2021-04-16,70-79,59.1,22.03,0.0
Lithuania,2021-04-16,80+,46.9,27.78,0.0
Lithuania,2021-04-23,10-14,0.0,0.0,0.0
Lithuania,2021-04-23,15-17,0.94,0.24,0.0
Lithuania,2021-04-23,18-24,12.75,1.97,0.0
Lithuania,2021-04-23,25-49,14.46,4.55,0.0
Lithuania,2021-04-23,50-59,22.87,8.39,0.0
Lithuania,2021-04-23,60-69,43.43,14.26,0.0
Lithuania,2021-04-23,70-79,61.95,28.13,0.0
Lithuania,2021-04-23,80+,48.5,30.09,0.0
Lithuania,2021-04-30,10-14,0.0,0.0,0.0
Lithuania,2021-04-30,15-17,1.12,0.4,0.0
Lithuania,2021-04-30,18-24,14.46,3.82,0.0
Lithuania,2021-04-30,25-49,16.79,5.62,0.0
Lithuania,2021-04-30,50-59,26.93,10.29,0.0
Lithuania,2021-04-30,60-69,47.73,20.02,0.0
Lithuania,2021-04-30,70-79,63.23,34.15,0.0
Lithuania,2021-04-30,80+,49.42,32.42,0.0
Lithuania,2021-05-07,10-14,0.0,0.0,0.0
Lithuania,2021-05-07,15-17,1.26,0.54,0.0
Lithuania,2021-05-07,18-24,16.87,5.75,0.0
Lithuania,2021-05-07,25-49,21.38,7.45,0.0
Lithuania,2021-05-07,50-59,32.31,13.41,0.0
Lithuania,2021-05-07,60-69,51.77,27.13,0.0
Lithuania,2021-05-07,70-79,64.62,40.77,0.0
Lithuania,2021-05-07,80+,50.34,35.95,0.0
Lithuania,2021-05-14,10-14,0.0,0.0,0.0
Lithuania,2021-05-14,15-17,1.42,0.73,0.0
Lithuania,2021-05-14,18-24,19.36,7.95,0.0
Lithuania,2021-05-14,25-49,25.73,9.18,0.0
Lithuania,2021-05-14,50-59,37.7,16.08,0.0
Lithuania,2021-05-14,60-69,55.94,31.4,0.0
Lithuania,2021-05-14,70-79,65.76,44.68,0.0
Lithuania,2021-05-14,80+,51.25,38.92,0.0
Lithuania,2021-05-21,10-14,0.0,0.0,0.0
Lithuania,2021-05-21,15-17,1.63,0.93,0.0
Lithuania,2021-05-21,18-24,21.33,9.72,0.0
Lithuania,2021-05-21,25-49,29.34,11.54,0.0
Lithuania,2021-05-21,50-59,42.15,20.03,0.0
Lithuania,2021-05-21,60-69,58.62,36.05,0.0
Lithuania,2021-05-21,70-79,66.54,48.48,0.0
Lithuania,2021-05-21,80+,51.91,43.73,0.0
Lithuania,2021-05-28,10-14,0.0,0.0,0.0
Lithuania,2021-05-28,15-17,2.32,1.05,0.0
Lithuania,2021-05-28,18-24,23.57,11.08,0.0
Lithuania,2021-05-28,25-49,34.14,14.09,0.0
Lithuania,2021-05-28,50-59,45.75,23.76,0.0
Lithuania,2021-05-28,60-69,60.89,39.84,0.0
Lithuania,2021-05-28,70-79,67.31,52.79,0.0
Lithuania,2021-05-28,80+,52.52,46.42,0.0
Lithuania,2021-06-04,10-14,0.0,0.0,0.0
Lithuania,2021-06-04,15-17,9.58,1.23,0.0
Lithuania,2021-06-04,18-24,33.79,13.72,0.0
Lithuania,2021-06-04,25-49,40.31,17.63,0.0
Lithuania,2021-06-04,50-59,48.09,28.75,0.0
Lithuania,2021-06-04,60-69,62.42,45.36,0.0
Lithuania,2021-06-04,70-79,67.91,58.64,0.0
Lithuania,2021-06-04,80+,52.99,48.65,0.0
Lithuania,2021-06-11,10-14,0.01,0.0,0.0
Lithuania,2021-06-11,15-17,13.01,1.42,0.0
Lithuania,2021-06-11,18-24,38.54,16.18,0.0
Lithuania,2021-06-11,25-49,43.6,21.65,0.0
Lithuania,2021-06-11,50-59,50.0,33.87,0.0
Lithuania,2021-06-11,60-69,63.73,49.9,0.0
Lithuania,2021-06-11,70-79,68.49,61.88,0.0
Lithuania,2021-06-11,80+,53.48,49.93,0.0
Lithuania,2021-06-18,10-14,2.39,0.0,0.0
Lithuania,2021-06-18,15-17,16.81,2.05,0.0
Lithuania,2021-06-18,18-24,40.53,19.18,0.0
Lithuania,2021-06-18,25-49,45.25,27.42,0.0
Lithuania,2021-06-18,50-59,51.4,38.87,0.0
Lithuania,2021-06-18,60-69,64.76,54.48,0.0
Lithuania,2021-06-18,70-79,69.0,64.51,0.0
Lithuania,2021-06-18,80+,53.87,51.02,0.0
Lithuania,2021-06-25,10-14,3.57,0.0,0.0
Lithuania,2021-06-25,15-17,18.78,8.05,0.0
Lithuania,2021-06-25,18-24,41.71,27.78,0.0
Lithuania,2021-06-25,25-49,46.19,33.47,0.0
Lithuania,2021-06-25,50-59,52.07,42.09,0.0
Lithuania,2021-06-25,60-69,65.23,57.45,0.0
Lithuania,2021-06-25,70-79,69.24,65.7,0.0
Lithuania,2021-06-25,80+,54.05,51.64,0.0
Lithuania,2021-07-02,10-14,4.48,0.01,0.0
Lithuania,2021-07-02,15-17,20.67,11.95,0.0
Lithuania,2021-07-02,18-24,43.28,34.45,0.0
Lithuania,2021-07-02,25-49,47.39,38.58,0.0
Lithuania,2021-07-02,50-59,53.11,45.71,0.0
Lithuania,2021-07-02,60-69,66.02,60.26,0.0
Lithuania,2021-07-02,70-79,69.66,66.84,0.0
Lithuania,2021-07-02,80+,54.41,52.32,0.0
Lithuania,2021-07-09,10-14,5.17,2.05,0.0
Lithuania,2021-07-09,15-17,22.13,15.71,0.0
Lithuania,2021-07-09,18-24,44.52,37.16,0.0
Lithuania,2021-07-09,25-49,48.54,41.28,0.0
Lithuania,2021-07-09,50-59,54.11,48.06,0.0
Lithuania,2021-07-09,60-69,66.8,62.01,0.0
Lithuania,2021-07-09,70-79,70.07,67.44,0.0
Lithuania,2021-07-09,80+,54.7,52.74,0.0
Lithuania,2021-07-16,10-14,5.97,3.29,0.0
Lithuania,2021-07-16,15-17,23.67,17.85,0.0
Lithuania,2021-07-16,18-24,45.73,39.18,0.0
Lithuania,2021-07-16,25-49,49.95,43.39,0.0
Lithuania,2021-07-16,50-59,55.45,49.91,0.0
Lithuania,2021-07-16,60-69,67.64,63.23,0.0
Lithuania,2021-07-16,70-79,70.41,67.81,0.0
Lithuania,2021-07-16,80+,54.98,53.02,0.0
Lithuania,2021-07-23,10-14,6.98,4.09,0.0
Lithuania,2021-07-23,15-17,25.85,19.54,0.0
Lithuania,2021-07-23,18-24,47.83,40.77,0.0
Lithuania,2021-07-23,25-49,52.47,45.23,0.0
Lithuania,2021-07-23,50-59,57.81,51.42,0.0
Lithuania,2021-07-23,60-69,69.15,64.26,0.0
Lithuania,2021-07-23,70-79,71.05,68.18,0.0
Lithuania,2021-07-23,80+,55.39,53.26,0.0
Lithuania,2021-07-30,10-14,8.25,4.8,0.0
Lithuania,2021-07-30,15-17,28.97,21.04,0.0
Lithuania,2021-07-30,18-24,50.87,42.56,0.0
Lithuania,2021-07-30,25-49,55.66,47.33,0.0
Lithuania,2021-07-30,50-59,60.97,53.07,0.0
Lithuania,2021-07-30,60-69,71.15,65.33,0.0
Lithuania,2021-07-30,70-79,71.8,68.52,0.0
Lithuania,2021-07-30,80+,55.92,53.54,0.0
Lithuania,2021-08-06,10-14,10.15,5.58,0.0
Lithuania,2021-08-06,15-17,33.42,22.66,0.0
Lithuania,2021-08-06,18-24,54.46,45.21,0.0
Lithuania,2021-08-06,25-49,59.41,50.42,0.0
Lithuania,2021-08-06,50-59,64.42,55.63,0.0
Lithuania,2021-08-06,60-69,73.51,67.01,0.0
Lithuania,2021-08-06,70-79,73.05,69.23,0.0
Lithuania,2021-08-06,80+,56.76,54.03,0.0
Lithuania,2021-08-13,10-14,11.73,6.54,0.0
Lithuania,2021-08-13,15-17,37.67,24.68,0.0
Lithuania,2021-08-13,18-24,57.71,48.24,0.0
Lithuania,2021-08-13,25-49,62.55,53.7,0.0
Lithuania,2021-08-13,50-59,67.22,58.67,0.0
Lithuania,2021-08-13,60-69,75.68,69.08,0.0
Lithuania,2021-08-13,70-79,74.4,70.24,0.0
Lithuania,2021-08-13,80+,57.76,54.75,0.0
Lithuania,2021-08-20,10-14,13.05,7.73,0.0
Lithuania,2021-08-20,15-17,41.34,27.61,0.0
Lithuania,2021-08-20,18-24,60.73,51.83,0.0
Lithuania,2021-08-20,25-49,65.19,57.41,0.0
Lithuania,2021-08-20,50-59,69.45,62.12,0.0
Lithuania,2021-08-20,60-69,77.33,71.39,0.0
Lithuania,2021-08-20,70-79,75.44,71.3,0.0
Lithuania,2021-08-20,80+,58.62,55.48,0.0
Lithuania,2021-08-27,10-14,14.43,9.46,0.0
