location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Australia,2021-10-31,20,29,78.34,64.34
Australia,2021-10-31,30,39,85.0,72.66
Australia,2021-10-31,40,49,88.45,79.27
Australia,2021-10-31,50,59,91.8,83.78
Australia,2021-10-31,60,69,94.71,83.67
Australia,2021-10-31,70,79,99.15,90.73
Australia,2021-10-31,80,89,99.26,90.18
Australia,2021-10-31,90,,98.02,87.12
Australia,2021-11-01,12,15,67.48,44.87
Australia,2021-11-01,16,19,77.34,61.47
Australia,2021-11-01,20,29,78.49,64.75
Australia,2021-11-01,30,39,85.13,73.01
Australia,2021-11-01,40,49,88.54,79.47
Australia,2021-11-01,50,59,91.86,83.93
Australia,2021-11-01,60,69,94.75,83.79
Australia,2021-11-01,70,79,99.18,90.8
Australia,2021-11-01,80,89,99.31,90.26
Australia,2021-11-01,90,,98.09,87.21
Australia,2021-11-02,12,15,68.01,46.28
Australia,2021-11-02,16,19,77.69,62.38
Australia,2021-11-02,20,29,78.79,65.54
Australia,2021-11-02,30,39,85.39,73.73
Australia,2021-11-02,40,49,88.73,79.96
Australia,2021-11-02,50,59,92.01,84.43
Australia,2021-11-02,60,69,94.86,84.47
Australia,2021-11-02,70,79,99.27,91.32
Australia,2021-11-02,80,89,99.41,90.74
Australia,2021-11-02,90,,98.23,87.62
Australia,2021-11-03,12,15,68.37,47.25
Australia,2021-11-03,16,19,78.0,63.07
Australia,2021-11-03,20,29,79.03,66.1
Australia,2021-11-03,30,39,85.6,74.2
Australia,2021-11-03,40,49,88.89,80.29
Australia,2021-11-03,50,59,92.13,84.73
Australia,2021-11-03,60,69,94.94,84.89
Australia,2021-11-03,70,79,99.34,91.64
Australia,2021-11-03,80,89,99.5,91.03
Australia,2021-11-03,90,,98.34,87.87
Australia,2021-11-04,12,15,68.71,48.49
Australia,2021-11-04,16,19,78.31,63.95
Australia,2021-11-04,20,29,79.26,66.78
Australia,2021-11-04,30,39,85.81,74.81
Australia,2021-11-04,40,49,89.04,80.74
Australia,2021-11-04,50,59,92.25,85.14
Australia,2021-11-04,60,69,95.04,85.47
Australia,2021-11-04,70,79,99.43,92.09
Australia,2021-11-04,80,89,99.6,91.46
Australia,2021-11-04,90,,98.5,88.25
Australia,2021-11-05,12,15,69.14,49.7
Australia,2021-11-05,16,19,78.62,64.78
Australia,2021-11-05,20,29,79.51,67.45
Australia,2021-11-05,30,39,86.03,75.41
Australia,2021-11-05,40,49,89.21,81.19
Australia,2021-11-05,50,59,92.38,85.55
Australia,2021-11-05,60,69,95.13,86.01
Australia,2021-11-05,70,79,99.51,92.51
Australia,2021-11-05,80,89,99.71,91.86
Australia,2021-11-05,90,,98.65,88.62
Australia,2021-11-06,12,15,69.6,50.99
Australia,2021-11-06,16,19,78.93,65.62
Australia,2021-11-06,20,29,79.78,68.17
Australia,2021-11-06,30,39,86.27,76.08
Australia,2021-11-06,40,49,89.38,81.67
Australia,2021-11-06,50,59,92.51,85.96
Australia,2021-11-06,60,69,95.23,86.53
Australia,2021-11-06,70,79,99.59,92.88
Australia,2021-11-06,80,89,99.82,92.23
Australia,2021-11-06,90,,98.79,88.97
Australia,2021-11-07,12,15,69.9,52.01
Australia,2021-11-07,16,19,79.13,66.2
Australia,2021-11-07,20,29,79.93,68.62
Australia,2021-11-07,30,39,86.4,76.46
Australia,2021-11-07,40,49,89.47,81.92
Australia,2021-11-07,50,59,92.57,86.16
Australia,2021-11-07,60,69,95.28,86.73
Australia,2021-11-07,70,79,99.63,93.01
Australia,2021-11-07,80,89,99.87,92.36
Australia,2021-11-07,90,,98.89,89.12
Australia,2021-11-08,12,15,70.1,52.65
Australia,2021-11-08,16,19,79.29,66.58
Australia,2021-11-08,20,29,80.05,68.91
Australia,2021-11-08,30,39,86.5,76.7
Australia,2021-11-08,40,49,89.52,82.07
Australia,2021-11-08,50,59,92.61,86.27
Australia,2021-11-08,60,69,95.31,86.82
Australia,2021-11-08,70,79,99.66,93.07
Australia,2021-11-08,80,89,99.91,92.43
Australia,2021-11-08,90,,98.96,89.21
Australia,2021-11-09,12,15,70.46,53.71
Australia,2021-11-09,16,19,79.57,67.28
Australia,2021-11-09,20,29,80.28,69.48
Australia,2021-11-09,30,39,86.7,77.22
Australia,2021-11-09,40,49,89.66,82.45
Australia,2021-11-09,50,59,92.71,86.6
Australia,2021-11-09,60,69,95.39,87.27
Australia,2021-11-09,70,79,99.72,93.4
Australia,2021-11-09,80,89,99.99,92.77
Australia,2021-11-09,90,,99.08,89.51
Australia,2021-11-10,12,15,70.75,54.52
Australia,2021-11-10,16,19,79.86,67.91
Australia,2021-11-10,20,29,80.51,70.02
Australia,2021-11-10,30,39,86.9,77.69
Australia,2021-11-10,40,49,89.8,82.8
Australia,2021-11-10,50,59,92.82,86.92
Australia,2021-11-10,60,69,95.47,87.71
Australia,2021-11-10,70,79,99.8,93.75
Australia,2021-11-10,80,89,100.08,93.11
Australia,2021-11-10,90,,99.2,89.85
Australia,2021-11-11,12,15,71.09,55.32
Australia,2021-11-11,16,19,80.25,68.56
Australia,2021-11-11,20,29,80.82,70.52
Australia,2021-11-11,30,39,87.14,78.14
Australia,2021-11-11,40,49,89.97,83.14
Australia,2021-11-11,50,59,92.94,87.23
Australia,2021-11-11,60,69,95.56,88.16
Australia,2021-11-11,70,79,99.87,94.09
Australia,2021-11-11,80,89,100.18,93.44
Australia,2021-11-11,90,,99.33,90.17
Australia,2021-11-12,12,15,71.46,56.16
Australia,2021-11-12,16,19,80.67,69.2
Australia,2021-11-12,20,29,81.17,71.04
Australia,2021-11-12,30,39,87.42,78.6
Australia,2021-11-12,40,49,90.17,83.51
Australia,2021-11-12,50,59,93.08,87.54
Australia,2021-11-12,60,69,95.65,88.59
Australia,2021-11-12,70,79,99.95,94.43
Australia,2021-11-12,80,89,100.27,93.77
Australia,2021-11-12,90,,99.47,90.53
Australia,2021-11-13,12,15,71.83,57.02
Australia,2021-11-13,16,19,81.08,69.81
Australia,2021-11-13,20,29,81.52,71.56
Australia,2021-11-13,30,39,87.7,79.1
Australia,2021-11-13,40,49,90.36,83.9
Australia,2021-11-13,50,59,93.21,87.86
Australia,2021-11-13,60,69,95.73,88.98
Australia,2021-11-13,70,79,100.02,94.71
Australia,2021-11-13,80,89,100.36,94.06
Australia,2021-11-13,90,,99.57,90.83
Australia,2021-11-14,12,15,72.1,57.73
Australia,2021-11-14,16,19,81.36,70.26
Australia,2021-11-14,20,29,81.72,71.9
Australia,2021-11-14,30,39,87.85,79.4
Australia,2021-11-14,40,49,90.47,84.11
Australia,2021-11-14,50,59,93.28,88.01
Australia,2021-11-14,60,69,95.78,89.14
Australia,2021-11-14,70,79,100.05,94.82
Australia,2021-11-14,80,89,100.41,94.18
Australia,2021-11-14,90,,99.66,90.97
Australia,2021-11-15,12,15,72.29,
Australia,2021-11-15,16,19,81.6,
Australia,2021-11-15,20,29,81.88,
Australia,2021-11-15,30,39,87.97,
Australia,2021-11-15,40,49,90.54,
Australia,2021-11-15,5,11,0.0,
Australia,2021-11-15,50,59,93.33,
Australia,2021-11-15,60,69,95.8,
Australia,2021-11-15,70,79,100.08,
Australia,2021-11-15,80,89,100.45,
Australia,2021-11-15,90,,99.73,
Australia,2021-11-16,12,15,72.61,59.03
Australia,2021-11-16,16,19,82.01,71.21
Australia,2021-11-16,20,29,82.2,72.6
Australia,2021-11-16,30,39,88.21,80.01
Australia,2021-11-16,40,49,90.71,84.56
Australia,2021-11-16,50,59,93.45,88.38
Australia,2021-11-16,60,69,95.88,89.58
Australia,2021-11-16,70,79,100.14,95.14
Australia,2021-11-16,80,89,100.51,94.52
Australia,2021-11-16,90,,99.85,91.33
Australia,2021-11-17,12,15,72.89,59.66
Australia,2021-11-17,16,19,82.4,71.79
Australia,2021-11-17,20,29,82.5,73.05
Australia,2021-11-17,30,39,88.43,80.39
Australia,2021-11-17,40,49,90.87,84.86
Australia,2021-11-17,50,59,93.56,88.64
Australia,2021-11-17,60,69,95.97,89.96
Australia,2021-11-17,70,79,100.21,95.44
Australia,2021-11-17,80,89,100.6,94.82
Australia,2021-11-17,90,,99.96,91.62
Australia,2021-11-18,12,15,73.12,60.26
Australia,2021-11-18,16,19,82.76,72.3
Australia,2021-11-18,20,29,82.78,73.44
Australia,2021-11-18,30,39,88.65,80.75
Australia,2021-11-18,40,49,91.02,85.14
Australia,2021-11-18,50,59,93.67,88.9
Australia,2021-11-18,60,69,96.05,90.3
Australia,2021-11-18,70,79,100.27,95.71
Australia,2021-11-18,80,89,100.69,95.11
Australia,2021-11-18,90,,100.08,91.91
Australia,2021-11-19,12,15,73.44,60.86
Australia,2021-11-19,16,19,83.1,72.76
Australia,2021-11-19,20,29,83.06,73.84
Australia,2021-11-19,30,39,88.86,81.12
Australia,2021-11-19,40,49,91.17,85.43
Australia,2021-11-19,50,59,93.78,89.15
Australia,2021-11-19,60,69,96.12,90.64
Australia,2021-11-19,70,79,100.33,95.97
Australia,2021-11-19,80,89,100.78,95.38
Australia,2021-11-19,90,,100.2,92.2
Australia,2021-11-20,12,15,73.76,61.5
Australia,2021-11-20,16,19,83.37,73.2
Australia,2021-11-20,20,29,83.3,74.22
Australia,2021-11-20,30,39,89.06,81.48
Australia,2021-11-20,40,49,91.32,85.72
Australia,2021-11-20,50,59,93.88,89.41
Australia,2021-11-20,60,69,96.19,90.95
Australia,2021-11-20,70,79,100.39,96.2
Australia,2021-11-20,80,89,100.85,95.6
Australia,2021-11-20,90,,100.31,92.46
Australia,2021-11-21,12,15,73.98,61.98
Australia,2021-11-21,16,19,83.56,73.5
Australia,2021-11-21,20,29,83.44,74.48
Australia,2021-11-21,30,39,89.18,81.71
Australia,2021-11-21,40,49,91.4,85.89
Australia,2021-11-21,50,59,93.93,89.54
Australia,2021-11-21,60,69,96.23,91.09
Australia,2021-11-21,70,79,100.42,96.29
Australia,2021-11-21,80,89,100.9,95.71
Australia,2021-11-21,90,,100.39,92.59
Australia,2021-11-22,12,15,74.02,62.1
Australia,2021-11-22,16,19,83.63,73.6
Australia,2021-11-22,20,29,83.5,74.57
Australia,2021-11-22,30,39,89.23,81.79
Australia,2021-11-22,40,49,91.42,85.94
Australia,2021-11-22,50,59,93.95,89.57
Australia,2021-11-22,60,69,96.25,91.13
Australia,2021-11-22,70,79,100.44,96.32
Australia,2021-11-22,80,89,100.93,95.75
Australia,2021-11-22,90,,100.45,92.66
Australia,2021-11-23,12,15,74.48,63.02
Australia,2021-11-23,16,19,84.0,74.19
Australia,2021-11-23,20,29,83.8,75.06
Australia,2021-11-23,30,39,89.45,82.22
Australia,2021-11-23,40,49,91.58,86.27
Australia,2021-11-23,50,59,94.06,89.84
Australia,2021-11-23,60,69,96.32,91.46
Australia,2021-11-23,70,79,100.5,96.56
Australia,2021-11-23,80,89,101.01,95.99
Australia,2021-11-23,90,,100.54,92.89
Australia,2021-11-24,12,15,74.73,63.49
Australia,2021-11-24,16,19,84.28,74.56
Australia,2021-11-24,20,29,84.02,75.38
Australia,2021-11-24,30,39,89.62,82.51
Australia,2021-11-24,40,49,91.7,86.5
Australia,2021-11-24,50,59,94.15,90.04
Australia,2021-11-24,60,69,96.39,91.76
Australia,2021-11-24,70,79,100.57,96.79
Australia,2021-11-24,80,89,101.08,96.21
Australia,2021-11-24,90,,100.67,93.15
Australia,2021-11-25,12,15,74.98,63.95
Australia,2021-11-25,16,19,84.57,74.96
Australia,2021-11-25,20,29,84.23,75.7
Australia,2021-11-25,30,39,89.79,82.79
Australia,2021-11-25,40,49,91.83,86.72
Australia,2021-11-25,50,59,94.24,90.24
Australia,2021-11-25,60,69,96.45,92.04
Australia,2021-11-25,70,79,100.62,97.01
Australia,2021-11-25,80,89,101.15,96.45
Australia,2021-11-25,90,,100.8,93.43
Australia,2021-11-26,12,15,75.24,64.43
Australia,2021-11-26,16,19,84.81,75.33
Australia,2021-11-26,20,29,84.43,76.02
Australia,2021-11-26,30,39,89.96,83.08
Australia,2021-11-26,40,49,91.94,86.97
Australia,2021-11-26,50,59,94.33,90.44
Australia,2021-11-26,60,69,96.51,92.31
Australia,2021-11-26,70,79,100.68,97.22
Australia,2021-11-26,80,89,101.24,96.67
Australia,2021-11-26,90,,100.91,93.66
Australia,2021-11-27,12,15,75.51,64.98
Australia,2021-11-27,16,19,85.02,75.67
Australia,2021-11-27,20,29,84.62,76.34
Australia,2021-11-27,30,39,90.12,83.39
Australia,2021-11-27,40,49,92.06,87.21
Australia,2021-11-27,50,59,94.42,90.65
Australia,2021-11-27,60,69,96.57,92.57
Australia,2021-11-27,70,79,100.73,97.4
Australia,2021-11-27,80,89,101.3,96.87
Australia,2021-11-27,90,,101.03,93.88
Australia,2021-11-28,12,15,75.66,65.32
Australia,2021-11-28,16,19,85.15,75.9
Australia,2021-11-28,20,29,84.71,76.51
Australia,2021-11-28,30,39,90.2,83.55
Australia,2021-11-28,40,49,92.12,87.34
Australia,2021-11-28,50,59,94.45,90.74
Australia,2021-11-28,60,69,96.6,92.66
Australia,2021-11-28,70,79,100.75,97.46
Australia,2021-11-28,80,89,101.34,96.95
Australia,2021-11-28,90,,101.11,93.98
Australia,2021-11-29,12,15,75.74,65.53
Australia,2021-11-29,16,19,85.25,76.06
Australia,2021-11-29,20,29,84.79,76.64
Australia,2021-11-29,30,39,90.26,83.67
Australia,2021-11-29,40,49,92.16,87.4
Australia,2021-11-29,50,59,94.48,90.79
Australia,2021-11-29,60,69,96.61,92.7
Australia,2021-11-29,70,79,100.77,97.5
Australia,2021-11-29,80,89,101.38,96.99
Australia,2021-11-29,90,,101.17,94.05
Australia,2021-11-30,12,15,75.95,66.0
Australia,2021-11-30,16,19,85.48,76.44
Australia,2021-11-30,20,29,84.97,76.93
Australia,2021-11-30,30,39,90.4,83.92
Australia,2021-11-30,40,49,92.25,87.6
Australia,2021-11-30,50,59,94.55,90.96
Australia,2021-11-30,60,69,96.67,92.93
Australia,2021-11-30,70,79,100.82,97.67
Australia,2021-11-30,80,89,101.44,97.19
Australia,2021-11-30,90,,101.27,94.27
Australia,2021-12-01,12,15,76.11,66.35
Australia,2021-12-01,16,19,85.72,76.79
Australia,2021-12-01,20,29,85.12,77.2
Australia,2021-12-01,30,39,90.52,84.15
Australia,2021-12-01,40,49,92.35,87.78
Australia,2021-12-01,50,59,94.62,91.11
Australia,2021-12-01,60,69,96.72,93.17
Australia,2021-12-01,70,79,100.87,97.85
Australia,2021-12-01,80,89,101.51,97.39
Australia,2021-12-01,90,,101.38,94.5
Australia,2021-12-02,12,15,76.27,66.71
Australia,2021-12-02,16,19,85.94,77.16
Australia,2021-12-02,20,29,85.26,77.48
Australia,2021-12-02,30,39,90.64,84.39
Australia,2021-12-02,40,49,92.44,87.96
Australia,2021-12-02,50,59,94.69,91.27
Australia,2021-12-02,60,69,96.77,93.37
Australia,2021-12-02,70,79,100.91,98.02
Australia,2021-12-02,80,89,101.57,97.57
Australia,2021-12-02,90,,101.49,94.74
Australia,2021-12-03,12,15,76.43,67.09
Australia,2021-12-03,16,19,86.11,77.53
Australia,2021-12-03,20,29,85.4,77.78
Australia,2021-12-03,30,39,90.75,84.65
Australia,2021-12-03,40,49,92.52,88.15
Australia,2021-12-03,50,59,94.76,91.44
Australia,2021-12-03,60,69,96.82,93.58
Australia,2021-12-03,70,79,100.96,98.19
Australia,2021-12-03,80,89,101.65,97.77
Australia,2021-12-03,90,,101.61,94.97
Australia,2021-12-04,12,15,76.6,67.5
Australia,2021-12-04,16,19,86.27,77.9
Australia,2021-12-04,20,29,85.53,78.08
Australia,2021-12-04,30,39,90.86,84.91
Australia,2021-12-04,40,49,92.61,88.35
Australia,2021-12-04,50,59,94.82,91.6
Australia,2021-12-04,60,69,96.87,93.78
Australia,2021-12-04,70,79,101.01,98.34
Australia,2021-12-04,80,89,101.71,97.94
Australia,2021-12-04,90,,101.73,95.2
Australia,2021-12-05,12,15,76.68,67.77
Australia,2021-12-05,16,19,86.37,78.14
Australia,2021-12-05,20,29,85.6,78.26
Australia,2021-12-05,30,39,90.92,85.06
Australia,2021-12-05,40,49,92.65,88.46
Australia,2021-12-05,50,59,94.84,91.67
Australia,2021-12-05,60,69,96.89,93.85
Australia,2021-12-05,70,79,101.03,98.39
Australia,2021-12-05,80,89,101.75,98.0
Australia,2021-12-05,90,,101.8,95.29
Australia,2021-12-06,12,15,76.71,67.93
Australia,2021-12-06,16,19,86.44,78.33
Australia,2021-12-06,20,29,85.65,78.4
Australia,2021-12-06,30,39,90.97,85.16
Australia,2021-12-06,40,49,92.67,88.52
Australia,2021-12-06,50,59,94.86,91.72
Australia,2021-12-06,60,69,96.91,93.89
Australia,2021-12-06,70,79,101.05,98.42
Australia,2021-12-06,80,89,101.78,98.05
Australia,2021-12-06,90,,101.86,95.36
Australia,2021-12-07,12,15,76.85,68.3
Australia,2021-12-07,16,19,86.61,78.7
Australia,2021-12-07,20,29,85.77,78.68
Australia,2021-12-07,30,39,91.06,85.39
Australia,2021-12-07,40,49,92.74,88.69
Australia,2021-12-07,50,59,94.92,91.86
Australia,2021-12-07,60,69,96.95,94.05
Australia,2021-12-07,70,79,101.08,98.54
Australia,2021-12-07,80,89,101.84,98.18
Australia,2021-12-07,90,,101.95,95.55
Australia,2021-12-08,12,15,76.97,68.6
Australia,2021-12-08,16,19,86.8,79.08
Australia,2021-12-08,20,29,85.88,78.98
Australia,2021-12-08,30,39,91.15,85.62
Australia,2021-12-08,40,49,92.81,88.86
Australia,2021-12-08,50,59,94.97,92.0
Australia,2021-12-08,60,69,96.99,94.22
Australia,2021-12-08,70,79,101.12,98.67
Australia,2021-12-08,80,89,101.9,98.33
Australia,2021-12-08,90,,102.03,95.74
Australia,2021-12-09,12,15,77.09,68.91
Australia,2021-12-09,16,19,86.99,79.48
Australia,2021-12-09,20,29,86.0,79.27
Australia,2021-12-09,30,39,91.25,85.87
Australia,2021-12-09,40,49,92.89,89.05
Australia,2021-12-09,50,59,95.03,92.14
Australia,2021-12-09,60,69,97.04,94.39
Australia,2021-12-09,70,79,101.16,98.81
Australia,2021-12-09,80,89,101.96,98.5
Australia,2021-12-09,90,,102.14,95.97
Australia,2021-12-10,12,15,77.23,69.25
Australia,2021-12-10,16,19,87.14,79.85
Australia,2021-12-10,20,29,86.13,79.58
Australia,2021-12-10,30,39,91.35,86.11
Australia,2021-12-10,40,49,92.96,89.22
Australia,2021-12-10,50,59,95.09,92.29
Australia,2021-12-10,60,69,97.08,94.54
Australia,2021-12-10,70,79,101.2,98.94
Australia,2021-12-10,80,89,102.03,98.65
Australia,2021-12-10,90,,102.24,96.17
Australia,2021-12-11,12,15,77.37,69.58
Australia,2021-12-11,16,19,87.24,80.12
Australia,2021-12-11,20,29,86.22,79.82
Australia,2021-12-11,30,39,91.44,86.33
Australia,2021-12-11,40,49,93.03,89.39
Australia,2021-12-11,50,59,95.14,92.42
Australia,2021-12-11,60,69,97.12,94.69
Australia,2021-12-11,70,79,101.24,99.05
Australia,2021-12-11,80,89,102.09,98.8
Australia,2021-12-11,90,,102.35,96.36
Australia,2021-12-12,12,15,77.44,69.8
Australia,2021-12-12,16,19,87.33,80.32
Australia,2021-12-12,20,29,86.27,79.98
Australia,2021-12-12,30,39,91.49,86.46
Australia,2021-12-12,40,49,93.07,89.48
Australia,2021-12-12,50,59,95.16,92.48
Australia,2021-12-12,60,69,97.14,94.74
Australia,2021-12-12,70,79,101.26,99.1
Australia,2021-12-12,80,89,102.13,98.86
Australia,2021-12-12,90,,102.43,96.46
Australia,2021-12-13,12,15,77.43,69.87
Australia,2021-12-13,16,19,87.36,80.4
Australia,2021-12-13,20,29,86.29,80.04
Australia,2021-12-13,30,39,91.52,86.52
Australia,2021-12-13,40,49,93.07,89.51
Australia,2021-12-13,50,59,95.17,92.5
Australia,2021-12-13,60,69,97.15,94.76
Australia,2021-12-13,70,79,101.28,99.12
Australia,2021-12-13,80,89,102.16,98.89
Australia,2021-12-13,90,,102.49,96.52
Australia,2021-12-14,12,15,77.62,70.32
Australia,2021-12-14,16,19,87.56,80.91
Australia,2021-12-14,20,29,86.44,80.45
Australia,2021-12-14,30,39,91.63,86.83
Australia,2021-12-14,40,49,93.15,89.73
Australia,2021-12-14,50,59,95.23,92.66
Australia,2021-12-14,60,69,97.2,94.91
Australia,2021-12-14,70,79,101.32,99.23
Australia,2021-12-14,80,89,102.21,99.03
Australia,2021-12-14,90,,102.58,96.73
Australia,2021-12-15,12,15,77.77,70.64
Australia,2021-12-15,16,19,87.75,81.31
Australia,2021-12-15,20,29,86.55,80.76
Australia,2021-12-15,30,39,91.73,87.07
Australia,2021-12-15,40,49,93.23,89.91
Australia,2021-12-15,50,59,95.29,92.79
Australia,2021-12-15,60,69,97.25,95.04
Australia,2021-12-15,70,79,101.36,99.33
Australia,2021-12-15,80,89,102.28,99.17
Australia,2021-12-15,90,,102.68,96.9
Australia,2021-12-16,12,15,77.92,70.95
Australia,2021-12-16,16,19,87.94,81.71
Australia,2021-12-16,20,29,86.67,81.06
Australia,2021-12-16,30,39,91.83,87.31
Australia,2021-12-16,40,49,93.31,90.08
Australia,2021-12-16,50,59,95.36,92.93
Australia,2021-12-16,60,69,97.29,95.18
Australia,2021-12-16,70,79,101.4,99.44
Australia,2021-12-16,80,89,102.34,99.3
Australia,2021-12-16,90,,102.77,97.07
Australia,2021-12-17,12,15,78.09,71.27
Australia,2021-12-17,16,19,88.09,82.06
Australia,2021-12-17,20,29,86.79,81.38
Australia,2021-12-17,30,39,91.94,87.56
Australia,2021-12-17,40,49,93.4,90.26
Australia,2021-12-17,50,59,95.42,93.07
Australia,2021-12-17,60,69,97.34,95.3
Australia,2021-12-17,70,79,101.44,99.55
Australia,2021-12-17,80,89,102.41,99.45
Australia,2021-12-17,90,,102.87,97.28
Australia,2021-12-18,12,15,78.3,71.64
Australia,2021-12-18,16,19,88.23,82.41
Australia,2021-12-18,20,29,86.92,81.71
Australia,2021-12-18,30,39,92.05,87.82
Australia,2021-12-18,40,49,93.48,90.45
Australia,2021-12-18,50,59,95.48,93.21
Australia,2021-12-18,60,69,97.38,95.42
Australia,2021-12-18,70,79,101.49,99.65
Australia,2021-12-18,80,89,102.47,99.57
Australia,2021-12-18,90,,102.99,97.45
Australia,2021-12-19,12,15,78.38,71.8
Australia,2021-12-19,16,19,88.33,82.62
Australia,2021-12-19,20,29,86.98,81.88
Australia,2021-12-19,30,39,92.12,87.96
Australia,2021-12-19,40,49,93.52,90.54
Australia,2021-12-19,50,59,95.51,93.26
Australia,2021-12-19,60,69,97.4,95.47
Australia,2021-12-19,70,79,101.51,99.69
Australia,2021-12-19,80,89,102.5,99.62
Australia,2021-12-19,90,,103.06,97.53
Australia,2021-12-20,12,15,78.42,71.89
Australia,2021-12-20,16,19,88.4,82.76
Australia,2021-12-20,20,29,87.04,82.0
Australia,2021-12-20,30,39,92.17,88.05
Australia,2021-12-20,40,49,93.55,90.59
Australia,2021-12-20,50,59,95.53,93.3
Australia,2021-12-20,60,69,97.42,95.49
Australia,2021-12-20,70,79,101.53,99.71
Australia,2021-12-20,80,89,102.53,99.65
Australia,2021-12-20,90,,103.12,97.61
Australia,2021-12-21,12,15,78.63,72.19
Australia,2021-12-21,16,19,88.53,83.05
Australia,2021-12-21,20,29,87.15,82.23
Australia,2021-12-21,30,39,92.26,88.23
Australia,2021-12-21,40,49,93.61,90.72
Australia,2021-12-21,50,59,95.58,93.4
Australia,2021-12-21,60,69,97.46,95.58
Australia,2021-12-21,70,79,101.57,99.79
Australia,2021-12-21,80,89,102.58,99.75
Australia,2021-12-21,90,,103.21,97.74
Australia,2021-12-22,12,15,78.82,72.43
Australia,2021-12-22,16,19,88.7,83.33
Australia,2021-12-22,20,29,87.25,82.45
Australia,2021-12-22,30,39,92.34,88.39
Australia,2021-12-22,40,49,93.68,90.84
Australia,2021-12-22,50,59,95.63,93.49
Australia,2021-12-22,60,69,97.51,95.67
Australia,2021-12-22,70,79,101.61,99.87
Australia,2021-12-22,80,89,102.64,99.86
Australia,2021-12-22,90,,103.28,97.86
Australia,2021-12-23,12,15,79.0,72.67
Australia,2021-12-23,16,19,88.87,83.6
Australia,2021-12-23,20,29,87.34,82.64
Australia,2021-12-23,30,39,92.43,88.55
Australia,2021-12-23,40,49,93.74,90.96
Australia,2021-12-23,50,59,95.68,93.58
Australia,2021-12-23,60,69,97.55,95.75
Australia,2021-12-23,70,79,101.65,99.94
Australia,2021-12-23,80,89,102.7,99.96
Australia,2021-12-23,90,,103.39,98.01
Australia,2021-12-24,12,15,79.18,72.88
Australia,2021-12-24,16,19,88.98,83.81
Australia,2021-12-24,20,29,87.44,82.81
Australia,2021-12-24,30,39,92.52,88.71
Australia,2021-12-24,40,49,93.8,91.07
Australia,2021-12-24,50,59,95.73,93.67
Australia,2021-12-24,60,69,97.59,95.82
Australia,2021-12-24,70,79,101.69,100.01
Australia,2021-12-24,80,89,102.75,100.05
Australia,2021-12-24,90,,103.48,98.13
Australia,2021-12-27,12,15,79.22,72.94
Australia,2021-12-27,16,19,89.07,83.97
Australia,2021-12-27,20,29,87.5,82.95
Australia,2021-12-27,30,39,92.6,88.83
Australia,2021-12-27,40,49,93.86,91.15
Australia,2021-12-27,50,59,95.77,93.73
Australia,2021-12-27,60,69,97.63,95.88
Australia,2021-12-27,70,79,101.75,100.08
Australia,2021-12-27,80,89,102.84,100.16
Australia,2021-12-27,90,,103.68,98.34
Australia,2021-12-28,12,15,79.21,72.92
Australia,2021-12-28,16,19,89.09,83.99
Australia,2021-12-28,20,29,87.52,82.99
Australia,2021-12-28,30,39,92.62,88.86
Australia,2021-12-28,40,49,93.87,91.17
Australia,2021-12-28,50,59,95.78,93.74
Australia,2021-12-28,60,69,97.64,95.89
Australia,2021-12-28,70,79,101.77,100.1
Australia,2021-12-28,80,89,102.87,100.18
Australia,2021-12-28,90,,103.74,98.4
Australia,2021-12-29,12,15,79.2,72.89
Australia,2021-12-29,16,19,89.15,84.06
Australia,2021-12-29,20,29,87.55,83.03
Australia,2021-12-29,30,39,92.63,88.89
Australia,2021-12-29,40,49,93.89,91.2
Australia,2021-12-29,50,59,95.79,93.75
Australia,2021-12-29,60,69,97.66,95.91
Australia,2021-12-29,70,79,101.79,100.12
Australia,2021-12-29,80,89,102.9,100.21
Australia,2021-12-29,90,,103.79,98.46
Australia,2021-12-30,12,15,79.29,73.04
Australia,2021-12-30,16,19,89.26,84.28
Australia,2021-12-30,20,29,87.61,83.17
Australia,2021-12-30,30,39,92.7,89.02
Australia,2021-12-30,40,49,93.94,91.3
Australia,2021-12-30,50,59,95.83,93.82
Australia,2021-12-30,60,69,97.69,95.97
Australia,2021-12-30,70,79,101.82,100.17
Australia,2021-12-30,80,89,102.94,100.28
Australia,2021-12-30,90,,103.87,98.55
Australia,2021-12-31,12,15,79.42,73.18
Australia,2021-12-31,16,19,89.35,84.47
Australia,2021-12-31,20,29,87.68,83.31
Australia,2021-12-31,30,39,92.78,89.15
Australia,2021-12-31,40,49,94.0,91.39
Australia,2021-12-31,50,59,95.88,93.9
Australia,2021-12-31,60,69,97.73,96.03
Australia,2021-12-31,70,79,101.85,100.22
Australia,2021-12-31,80,89,102.98,100.35
Australia,2021-12-31,90,,103.95,98.67
Australia,2022-01-03,12,15,79.47,73.2
Australia,2022-01-03,16,19,89.42,84.61
Australia,2022-01-03,20,29,87.74,83.43
Australia,2022-01-03,30,39,92.88,89.28
Australia,2022-01-03,40,49,94.07,91.49
Australia,2022-01-03,50,59,95.93,93.98
Australia,2022-01-03,60,69,97.79,96.11
Australia,2022-01-03,70,79,101.93,100.31
Australia,2022-01-03,80,89,103.1,100.48
Australia,2022-01-03,90,,104.24,98.95
Australia,2022-01-04,12,15,79.46,73.18
